License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
2201526,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,KIRPA OIL INC,,452 GRANT BLVD,,SYRACUSE,NY,13209,877033,1/5/2016,1/5/2016,12/31/2018,43.07238,-76.12262,"(43.07238, -76.12262)"
2201528,FARM BREWER,106,FD,Albany,2,ONONDAGA,STOUT BEARD BREWING COMPANY LLC,,1153 W FAYETTE ST,STE 102,SYRACUSE,NY,13204,877354,3/7/2016,3/7/2016,2/28/2017,43.04611,-76.17345,"(43.04611, -76.17345)"
2201618,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SPEEDWAY LLC,SPEEDWAY #07625,3060 COURT ST,,SYRACUSE,NY,13208,879104,5/11/2016,5/11/2016,1/31/2019,43.0824,-76.12398,"(43.0824, -76.12398)"
2201622,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SPEEDWAY LLC,SPEEDWAY #07584,758 ERIE BLVD W,,SYRACUSE,NY,13204,879114,5/11/2016,5/11/2016,1/31/2019,43.04851,-76.1703,"(43.04851, -76.1703)"
2201639,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SPEEDWAY LLC,SPEEDWAY #07748,6020 S SALINA ST,,SYRACUSE,NY,13205,879175,5/12/2016,5/12/2016,1/31/2019,42.98324,-76.14346,"(42.98324, -76.14346)"
2201674,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SPEEDWAY LLC,SPEEDWAY #07682,400 ERIE BLVD,,SYRACUSE,NY,13202,879137,5/11/2016,5/11/2016,1/31/2019,43.05061,-76.14701,"(43.05061, -76.14701)"
2201678,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SPEEDWAY LLC,SPEEDWAY #07662,685 HIAWATHA BLVD W,,SYRACUSE,NY,13204,879139,5/11/2016,5/11/2016,1/31/2019,43.06205,-76.17573,"(43.06205, -76.17573)"
2201772,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,SAN MIGUEL MEXICAN RESTAURANTE LLC,,425 N STATE ST,,SYRACUSE,NY,13203,852301,2/3/2016,2/3/2016,1/31/2018,43.0549,-76.15063,"(43.0549, -76.15063)"
2201891,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,F I R M INC,LA BUONA CUCINA,100 FARRELL RD,T/O GEDDES,SYRACUSE,NY,13209,861079,4/12/2016,4/12/2016,3/31/2018,43.11588,-76.27073,"(43.11588, -76.27073)"
2202046,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,GREAT CRUST LLC,APIZZA REGIONALE,260 264 W GENESEE ST,,SYRACUSE,NY,13202,852448,3/10/2016,3/10/2016,2/28/2018,0,0,"(0.0, 0.0)"
2202176,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,MIRABITO HOLDINGS INC,MIRABITO #31 WOLF STRRET,800 WOLF ST,,SYRACUSE,NY,13208,877129,2/2/2016,2/2/2016,10/31/2017,43.07705,-76.15946,"(43.07705, -76.15946)"
2202250,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,BIG O FOOD MART INC,,4915 GROLIER RD,,SYRACUSE,NY,13215,877394,3/22/2016,3/22/2016,2/28/2019,43.00669,-76.17698,"(43.00669, -76.17698)"
2202294,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,LOCAL CONVENIENCE INC,,303 SOUTH AVE,,SYRACUSE,NY,13204,885094,7/19/2016,7/19/2016,6/30/2019,43.03606,-76.15865,"(43.03606, -76.15865)"
2202308,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,TEALL MARKET INC,TEALL MARKET,825 TEALL AVE,,SYRACUSE,NY,13206,877215,2/18/2016,2/18/2016,1/31/2019,43.05901,-76.12244,"(43.05901, -76.12244)"
2202390,LIQUOR STORE,222,L,Albany,2,ONONDAGA,MARK A STEFANSKI,BRIGHTON DISCOUNT LIQUOR,446 E BRIGHTON AVE,,SYRACUSE,NY,13210,885440,10/6/2016,10/6/2016,9/30/2018,43.01591,-76.13677,"(43.01591, -76.13677)"
2202448,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,YAMASHO SUSHI STEAKHOUSE INC,,4671 4729 ONONDAGA BLVD,UNIT B-110,SYRACUSE,NY,13219,840090,4/5/2016,4/5/2016,3/31/2018,0,0,"(0.0, 0.0)"
2202490,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,UNION PLACE MARKET LLC,,412 UNION PL,,SYRACUSE,NY,13208,877493,4/5/2016,4/5/2016,3/31/2019,43.06578,-76.15548,"(43.06578, -76.15548)"
2202530,LIQUOR STORE,222,L,Albany,2,ONONDAGA,THA CREW LLC,MOTHER AND SON WINE AND SPIRITS,626 BUTTERNUT ST,,SYRACUSE,NY,13208,879099,5/10/2016,5/10/2016,4/30/2019,43.06032,-76.14565,"(43.06032, -76.14565)"
2202837,HOTEL LIQUOR,242,HL,Albany,2,ONONDAGA,SYRACUSE COMMUNITY HOTEL RESTORATION CO 1 LLC &,MARRIOTT SYRACUSE DOWNTOWN,100 108 E ONONDAGA ST,500 S WARREN ST,SYRACUSE,NY,13202,861304,6/8/2016,6/8/2016,5/31/2018,0,0,"(0.0, 0.0)"
2202946,RESTAURANT WINE,341,RW,Albany,2,ONONDAGA,SAYAS LLC,,1203 MILTON AVE,,SYRACUSE,NY,13204,816474,7/22/2016,7/22/2016,6/30/2018,43.05883,-76.19721,"(43.05883, -76.19721)"
2203235,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,TARGET CORPORATION,TARGET STORE T-2324,3657 W GENESEE ST,,SYRACUSE,NY,13219,879464,6/22/2016,6/22/2016,5/31/2019,43.04663,-76.23626,"(43.04663, -76.23626)"
2203250,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,COR WEST KIRKPATRICK STREET COMPANY LLC,WXYZ BAR,310 W KIRKPATRICK ST,,SYRACUSE,NY,13204,861376,6/29/2016,6/29/2016,5/31/2018,43.06023,-76.16261,"(43.06023, -76.16261)"
2203265,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,SYRACUSE GROCERY & DELI LLC,,835 PARK ST,,SYRACUSE,NY,13208,879203,5/16/2016,5/16/2016,4/30/2019,43.06397,-76.14714,"(43.06397, -76.14714)"
2203273,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,PETR-ALL PETROLEUM CONSULTING CORPORATION,EXPRESS MART #384,357 NOTTINGHAM RD,,SYRACUSE,NY,13210,879250,6/1/2016,6/1/2016,5/31/2019,43.02758,-76.11085,"(43.02758, -76.11085)"
2203444,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SUNOCO RETAIL LLC,SUNOCO 7450,200 N STATE ST,,SYRACUSE,NY,13203,879291,6/9/2016,6/9/2016,5/31/2019,43.05291,-76.14824,"(43.05291, -76.14824)"
2203446,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SUNOCO RETAIL LLC,SUNOCO 7454,971 E BRIGHTON AVE,,SYRACUSE,NY,13205,879292,6/9/2016,6/9/2016,5/31/2019,43.0028,-76.12915,"(43.0028, -76.12915)"
2203461,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SUNOCO RETAIL LLC,SUNOCO 7610,1000 W GENESEE ST,,SYRACUSE,NY,13204,879298,6/9/2016,6/9/2016,5/31/2019,43.05407,-76.171,"(43.05407, -76.171)"
2203482,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SUNOCO RETAIL LLC,SUNOCO 7733,3612 W GENESEE ST,,SYRACUSE,NY,13219,879307,6/9/2016,6/9/2016,5/31/2019,43.04766,-76.23851,"(43.04766, -76.23851)"
2203811,HOTEL LIQUOR,242,HL,Albany,2,ONONDAGA,TJM SYRACUSE LLC,CROWNE PLAZA,701 E GENESEE ST,,SYRACUSE,NY,13210,866044,8/11/2016,8/11/2016,7/31/2018,43.04754,-76.14192,"(43.04754, -76.14192)"
2203919,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,A & E SPECIAL UNITS LLC,AQUA LOUNGE,1965 W FAYETTE ST,,SYRACUSE,NY,13204,866497,8/2/2016,8/2/2016,7/31/2018,43.05518,-76.18678,"(43.05518, -76.18678)"
2203927,FARM BREWER,106,FD,Albany,2,ONONDAGA,GRIFFIN HILL LLC,GRIFFIN HILL FARM BREWERY,3949 GRIFFIN RD,,SYRACUSE,NY,13215,885486,10/21/2016,10/21/2016,9/30/2017,42.95986,-76.1929,"(42.95986, -76.1929)"
2204137,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,SALT CITY MARKET LLC,BRICK CITY MARKET,1300 S STATE ST,CORNER OF RAYNOR AVE E,SYRACUSE,NY,13202,885291,9/1/2016,9/1/2016,8/31/2019,43.03519,-76.14738,"(43.03519, -76.14738)"
2204201,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,ARAMARK SPORTS & ENTERTAINMENT SERVICES LLC & SMG,LAKEVIEW AMPHITHEATER,490 RESTORATION WAY,,SYRACUSE,NY,13209,866107,9/1/2016,9/1/2016,8/31/2018,0,0,"(0.0, 0.0)"
2204330,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,K&A MARKET INC,,514 HIGHLAND ST,,SYRACUSE,NY,13203,885227,8/24/2016,8/24/2016,7/31/2019,43.06118,-76.14122,"(43.06118, -76.14122)"
2204358,TAVERN WINE,344,TW,Albany,2,ONONDAGA,DIAMOND DOLLS INC,,6720 TOWN LINE RD,T/O DEWITT,SYRACUSE,NY,13211,885307,9/8/2016,9/8/2016,8/31/2018,43.09638,-76.11676,"(43.09638, -76.11676)"
2204498,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SONBYRNE SALES INC,,6215 THOMPSON RD,,SYRACUSE,NY,13206,885194,8/19/2016,8/19/2016,6/30/2018,43.07214,-76.08949,"(43.07214, -76.08949)"
2204605,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,SAMIR'S GREEK & MIDDLE EASTERN FOOD STORE INC,SAM'S SUPER SAVER,613 WOLF ST,,SYRACUSE,NY,13208,848517,10/3/2016,10/3/2016,9/30/2019,43.07512,-76.1615,"(43.07512, -76.1615)"
2204759,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,ALL AMERICAN MARKET OF CNY INC,,401 POND ST,,SYRACUSE,NY,13208,885320,9/14/2016,9/14/2016,8/31/2019,43.06548,-76.15217,"(43.06548, -76.15217)"
2204779,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,HEYDAR MELEKIZADE,H AND J GAS MART,2900 E GENESEE ST,,SYRACUSE,NY,13224,885296,9/7/2016,9/7/2016,8/31/2019,43.04195,-76.10477,"(43.04195, -76.10477)"
2204835,ON-PREMISES LIQUOR,252,OP,Albany,2,ONONDAGA,A J SUDS INC,THE SUDS FACTORY COURTSIDE GRILL,581 STATE FAIR BLVD,CTR OF PROGRESS BLDG/COPB REST,SYRACUSE,NY,13209,866081,8/23/2016,8/23/2016,7/31/2018,43.07151,-76.20664,"(43.07151, -76.20664)"
2205008,RESTAURANT WINE,341,RW,Albany,2,ONONDAGA,ORIGINAL GRAIN LLC,ORIGINAL GRAIN,302 S SALINA ST,,SYRACUSE,NY,13202,801054,10/17/2016,10/17/2016,9/30/2018,43.04854,-76.15241,"(43.04854, -76.15241)"
2205081,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,SC OF MID HUDSON NY INC,SMOKERS CHOICE,1011 W GENESEE ST,,SYRACUSE,NY,13204,864372,9/27/2016,9/27/2016,8/31/2019,43.05341,-76.17138,"(43.05341, -76.17138)"
2504241,GROCERY STORE BEER,122,A,Albany,2,ONONDAGA,MICHAEL & PATRICIA COLWELL,PARK MEAT & GROCERY,900-902 PARK AVENUE,,SYRACUSE,NY,13204,873477,11/25/1988,11/1/2015,10/31/2018,43.05225566,-76.17638697,"(43.05225566, -76.17638697)"
2504251,GROCERY STORE BEER,122,A,Albany,2,ONONDAGA,GREEN HILLS FARM STORES INC,,5933 SOUTH SALINA STREET,T/O ONONDAGA,SYRACUSE,NY,13205,828879,,7/1/2014,6/30/2017,42.98408625,-76.14324248,"(42.98408625, -76.14324248)"
2504255,GROCERY STORE BEER,122,A,Albany,2,ONONDAGA,RUSSELL P MESSINEO,,7245 STATE FAIR BLVD,JONES RD AND FARRELL RD,SYRACUSE,NY,13209,879544,,7/1/2016,6/30/2019,43.12060985,-76.28588543,"(43.12060985, -76.28588543)"
2504459,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,DOMINICKS MARKET INC,DOMINICKS MARKET,139 GERTRUDE ST,,SYRACUSE,NY,13203,861189,,10/1/2014,9/30/2017,43.05416489,-76.13772348,"(43.05416489, -76.13772348)"
2504464,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,IYAD M ASHKAR,BEST MARKET,526 EAST WILLOW ST,,SYRACUSE,NY,13203,862972,,3/1/2015,2/28/2018,43.05395636,-76.14741623,"(43.05395636, -76.14741623)"
2504468,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,NABEEL H ALGATTAS,HAWLEY MARKET,824 HAWLEY AVENUE,,SYRACUSE,NY,13203,880329,,9/1/2016,8/31/2019,43.0552132,-76.1317818,"(43.0552132, -76.1317818)"
2504484,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,BASMA MUSHARBASH,GREEN FRONT MARKET,1101 AVERY AVE,,SYRACUSE,NY,13204,861744,12/26/1996,12/1/2014,11/30/2017,43.0567302,-76.19787378,"(43.0567302, -76.19787378)"
2504488,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,FATIMA IBRAHIM,DAVIS STREET MARKET,220-222 MASSENA ST,,SYRACUSE,NY,13204,852844,,11/1/2013,10/31/2016,43.04003884,-76.16744855,"(43.04003884, -76.16744855)"
2504496,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,JAIME A MARTINEZ,ARIELS MINI MART,300 BRADLEY ST,,SYRACUSE,NY,13204,867008,,7/1/2015,6/30/2018,43.0347429,-76.17245398,"(43.0347429, -76.17245398)"
2504498,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,JALARAM MARTS INC,DAVIDSON'S GROCERY/MUNCHIES,1219 MILTON AVENUE,,SYRACUSE,NY,13204,858408,1/31/1994,2/1/2014,1/31/2017,43.0591009,-76.19797285,"(43.0591009, -76.19797285)"
2504513,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SONBYRNE SALES INC,,1519 WEST GENESEE STREET,,SYRACUSE,NY,13204,857451,,7/1/2015,6/30/2018,43.05208597,-76.18379507,"(43.05208597, -76.18379507)"
2504516,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,FASTRAC MARKETS LLC,FASTRAC MARKET #214,800 ERIE BLVD W,ERIE & GEDDES STORE #214,SYRACUSE,NY,13204,881055,,10/1/2016,9/30/2019,43.04816075,-76.17089428,"(43.04816075, -76.17089428)"
2504523,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,ANAND MOBIL MART INC,,4730 SOUTH SALINA STREET,,SYRACUSE,NY,13205,880474,9/1/1992,9/1/2016,8/31/2019,43.00146281,-76.14283892,"(43.00146281, -76.14283892)"
2504556,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,CHRISTOPHER J MYERS,MYERS MOBIL MART,2400 JAMES ST,,SYRACUSE,NY,13206,843067,,3/1/2015,2/28/2018,43.06848622,-76.11270231,"(43.06848622, -76.11270231)"
2504557,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,DIANE M & MOHAMED FARHOUD,LUCKY 7 GROCERY & DELI,3100 COURT STREET,,SYRACUSE,NY,13206,866524,,5/1/2015,4/30/2018,43.0826287,-76.12359255,"(43.0826287, -76.12359255)"
2504563,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,STAFFORD CONVENIENCE STORE LLC,STAFFORD CONVENIENCE STORE,372 STAFFORD AVENUE,,SYRACUSE,NY,13206,859690,,9/1/2014,8/31/2017,43.06215378,-76.11224303,"(43.06215378, -76.11224303)"
2504575,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,UNITED REFINING CO OF PA,KWIK FILL #A0062,6254 THOMPSON RD,,SYRACUSE,NY,13206,872899,,11/1/2015,10/31/2018,43.07588907,-76.0889927,"(43.07588907, -76.0889927)"
2504592,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,ABBAS ZAHRAN,SMOKEYS GROCERY & NEWS,708 BUTTERNUT ST,,SYRACUSE,NY,13208,884749,10/19/1998,10/1/2016,9/30/2019,43.06053461,-76.14566013,"(43.06053461, -76.14566013)"
2504599,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,ANTHONY LANZAFAME & MICHAEL GLYNN,ROCKY'S NEWS STAND,447 N SALINA ST,,SYRACUSE,NY,13208,877889,,5/1/2016,4/30/2019,43.05689747,-76.15212911,"(43.05689747, -76.15212911)"
2504607,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,HASAN A AYESH,C & C MINI MART,1431 N SALINA ST,,SYRACUSE,NY,13208,871538,10/9/1997,10/1/2015,9/30/2018,43.06812324,-76.16109152,"(43.06812324, -76.16109152)"
2504615,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,MURAD M ASHKAR,MIKES MARKET,423 E DIVISION ST,,SYRACUSE,NY,13208,877625,6/19/1992,6/1/2016,5/31/2019,43.06119932,-76.15162964,"(43.06119932, -76.15162964)"
2504623,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SONBYRNE SALES INC,,1429 BUTTERNUT ST,,SYRACUSE,NY,13208,857453,,7/1/2015,6/30/2018,43.07147757,-76.14300196,"(43.07147757, -76.14300196)"
2504648,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,MAJOR GASLAND INC,A PLUS MINI MARKET,1701 ERIE BLVD E,,SYRACUSE,NY,13210,879679,7/29/1998,7/1/2016,6/30/2019,43.04959771,-76.12158653,"(43.04959771, -76.12158653)"
2504650,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,MOHAMMAD HAMDAN,SYRACUSE BEST MINI-MARKET,1317 1325 E FAYETTE ST,,SYRACUSE,NY,13210,872353,9/22/1997,9/1/2015,8/31/2018,43.04844578,-76.12922304,"(43.04844578, -76.12922304)"
2504688,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SONBYRNE SALES INC,,4815 W SENECA TURNPIKE,,SYRACUSE,NY,13215,857455,4/10/1960,7/1/2015,6/30/2018,43.0050538,-76.18297548,"(43.0050538, -76.18297548)"
2504693,"GROCERY BEER, WINE PROD",122,AX,Albany,2,ONONDAGA,R J DELLES AUTO SERVICES INC,R J DELLES CORNER STORE,2101 W GENESEE ST   T/O SOLVAY,,SYRACUSE,NY,13219,881139,8/28/1989,8/1/2016,7/31/2019,43.04827197,-76.19692029,"(43.04827197, -76.19692029)"
2504701,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,WEGMANS FOOD MARKETS INC,,4740 4780 ONONDAGA BOULEVARD,,SYRACUSE,NY,13219,857066,,7/1/2015,6/30/2018,43.033248,-76.1901021,"(43.033248, -76.1901021)"
2504702,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,WEGMANS FOOD MARKETS INC,WEGMANS,3325 WEST GENESEE STREET,T/O GEDDES,SYRACUSE,NY,13219,857067,,7/1/2015,6/30/2018,43.04818839,-76.22619573,"(43.04818839, -76.22619573)"
2504703,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,MIRABITO HOLDINGS INC,SYRACUSE QUICKWAY #34,2501 ERIE BLVD EAST,,SYRACUSE,NY,13224,861843,,11/1/2014,10/31/2017,43.05401097,-76.10285456,"(43.05401097, -76.10285456)"
2504712,"GROCERY CHAIN, WINE PROD",128,AX,Albany,2,ONONDAGA,SAM'S EAST INC,SAM'S CLUB #8171,2649 ERIE BLVD EAST,,SYRACUSE,NY,13224,874791,,1/1/2016,12/31/2018,43.05438307,-76.09966844,"(43.05438307, -76.09966844)"
2504845,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,CENTURY CLUB OF SYRACUSE,,480 JAMES ST,,SYRACUSE,NY,13203,851271,,10/1/2015,9/30/2017,43.05330464,-76.14641583,"(43.05330464, -76.14641583)"
2504846,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE CORINTHIAN CLUB INC,,930 JAMES STREET,,SYRACUSE,NY,13203,866851,,10/1/2016,9/30/2018,43.05778242,-76.13728543,"(43.05778242, -76.13728543)"
2504848,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE ADELPHI CLUB INC,,2004-6 ERIE BLVD W,,SYRACUSE,NY,13204,854810,,10/16/2015,9/30/2017,43.06024,-76.19687,"(43.06024, -76.19687)"
2504849,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE LODGE 625 LOYAL,ORDER OF MOOSE INC,1121 MILTON AVENUE,,SYRACUSE,NY,13204,867368,10/25/1950,10/5/2016,9/30/2018,43.05801943,-76.19373075,"(43.05801943, -76.19373075)"
2504850,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE POLISH COMMUNITY INC,,915-917 PARK AVENUE,,SYRACUSE,NY,13204,852596,10/31/1934,10/1/2015,9/30/2017,43.05216796,-76.1768448,"(43.05216796, -76.1768448)"
2504851,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE UKRAINIAN NATIONAL,HOME INC,1317 W FAYETTE ST,,SYRACUSE,NY,13204,851586,9/15/1934,10/1/2015,9/30/2017,43.0475,-76.17813,"(43.0475, -76.17813)"
2504852,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,"TIPPERARY HILL POST 1361, THE",AMERICAN LEGION INC,1951 W FAYETTE ST,,SYRACUSE,NY,13204,853537,10/16/1946,10/1/2015,9/30/2017,0,0,"(0.0, 0.0)"
2504853,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,V F W OF THE U S SALT CITY,POST #348 INC,629-631 WEST BELDEN AVENUE,,SYRACUSE,NY,13204,854409,10/1/1948,10/2/2015,9/30/2017,43.05467385,-76.16112561,"(43.05467385, -76.16112561)"
2504854,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,STARMA SONS ASSN INC,,175 WEST BRIGHTON AVE,,SYRACUSE,NY,13205,854601,1/26/2012,10/8/2015,9/30/2017,43.02035161,-76.14556808,"(43.02035161, -76.14556808)"
2504856,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,EASTWOOD POST 1276,THE AMERICAN LEGION,102 NICHOLS AVE,,SYRACUSE,NY,13206,853283,,10/1/2015,9/30/2017,43.06769329,-76.10384862,"(43.06769329, -76.10384862)"
2504857,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,GENERAL PULASKI POST 1650 INC,,1604 BURNET AVE,,SYRACUSE,NY,13206,865444,,10/1/2016,9/30/2018,43.05618469,-76.11478111,"(43.05618469, -76.11478111)"
2504858,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,POLISH AMERICAN CITIZENS CLUB INC,,526 TEALL AVE,,SYRACUSE,NY,13206,853222,,10/1/2015,9/30/2017,43.05464246,-76.1218884,"(43.05464246, -76.1218884)"
2504859,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,AMERICAN LEGION VALLEY POST,#1468 INC,110 ACADEMY STREET,,SYRACUSE,NY,13207,865044,2/29/1952,10/1/2016,9/30/2018,42.99984401,-76.15239277,"(42.99984401, -76.15239277)"
2504861,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,BELLEVUE COUNTRY CLUB INC,,1901 GLENWOOD AVE,,SYRACUSE,NY,13207,861143,5/3/2016,5/3/2016,10/31/2017,43.02780983,-76.19030314,"(43.02780983, -76.19030314)"
2504862,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,JOHN VENDITTI POST 1 ITAL-AM,WAR VETS OF THE US INC,500-02 DANFORTH STREET,,SYRACUSE,NY,13208,854179,,10/1/2015,9/30/2017,43.06670082,-76.15726871,"(43.06670082, -76.15726871)"
2504863,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,KNIGHTS OF THE CROSS,,811 NORTH SALINA STREET,,SYRACUSE,NY,13208,854059,,10/1/2015,9/30/2017,43.06186352,-76.15427577,"(43.06186352, -76.15427577)"
2504865,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,MATTYDALE POST V F W 3146,,2000 LEMOYNE ST,,SYRACUSE,NY,13211,853961,9/6/1946,10/1/2015,9/30/2017,43.08923616,-76.14417739,"(43.08923616, -76.14417739)"
2504866,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,PASTIME ATHLETIC CLUB OF SYRACUSE INC,,1312 1314 N SALINA ST,,SYRACUSE,NY,13208,851077,12/5/1933,10/1/2015,9/30/2017,43.06776151,-76.15987708,"(43.06776151, -76.15987708)"
2504869,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,SYRACUSE TURNERS INC,,619 NORTH SALINA STREET,,SYRACUSE,NY,13208,852811,10/1/1934,10/1/2015,9/30/2017,43.059512,-76.15241295,"(43.059512, -76.15241295)"
2504871,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,DUNBAR AMERICAN LEGION,POST NO 1642,119 DELL ST,,SYRACUSE,NY,13210,851297,,10/1/2015,9/30/2017,43.04192849,-76.12049394,"(43.04192849, -76.12049394)"
2504879,CLUB LIQUOR,243,CL,Albany,2,ONONDAGA,174TH FIGHTER WING,HANCOCK FIELD,6001 E MOLLOY RD,BLDG 740,SYRACUSE,NY,13211,839125,12/10/1985,12/1/2014,11/30/2016,43.10278,-76.10313,"(43.10278, -76.10313)"
2504958,"DRUG CHAIN, WINE PROD",126,DX,Albany,2,ONONDAGA,RITE AID OF NEW YORK INC,RITE AID PHARMACY #546,301 SOUTH SALINA STREET,,SYRACUSE,NY,13202,869491,,8/1/2015,7/31/2018,43.04863414,-76.15214157,"(43.04863414, -76.15214157)"
2504961,"DRUG CHAIN, WINE PROD",126,DX,Albany,2,ONONDAGA,ECKERD CORPORATION,RITE AID PHARMACY #10755,5942 S SALINA STREET,,SYRACUSE,NY,13205,871652,,8/1/2015,7/31/2018,42.98397614,-76.14336631,"(42.98397614, -76.14336631)"
2504965,"DRUG CHAIN, WINE PROD",126,DX,Albany,2,ONONDAGA,ECKERD CORPORATION,RITE AID PHARMACY #10757,3120 JAMES STREET,,SYRACUSE,NY,13206,871653,,8/1/2015,7/31/2018,43.06896768,-76.10259674,"(43.06896768, -76.10259674)"
2504967,"DRUG CHAIN, WINE PROD",126,DX,Albany,2,ONONDAGA,RITE AID OF NEW YORK INC,RITE AID PHARMACY #3623,522 W ONONDAGA ST,,SYRACUSE,NY,13204,869492,,8/1/2015,7/31/2018,43.03984975,-76.15848188,"(43.03984975, -76.15848188)"
