facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2012-11-23,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,0,0,0,2,10,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2013-06-12,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,0,2,0,0,0,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2013-10-16,292869,Re-Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,0,0,0,0,2,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2014-03-28,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,0,10,0,0,0,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2014-09-04,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,2,10,0,0,10,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2015-09-03,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,3,12,0,2,10,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2015-09-28,292869,Re-Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,0,0,0,3,12,0
McDonald's of Nedrow,"6105 SOUTH Salina STREET,  Syracuse",13205,2016-02-03,292869,Inspection,Food Service Establishment,Restaurant,42.982582,-76.14285,2,7,0,0,0,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2006-06-21,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,2,12,0,NA,NA,NA
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2006-07-14,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,2,1,2,12,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2006-07-31,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,2,1,1,2,1
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2006-08-15,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,0,0,1,2,1
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2007-01-22,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,0,0,0,0,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2007-03-19,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,2,6,0,0,0,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2007-08-08,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,6,18,0,2,6,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2007-08-29,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,13,0,6,18,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2008-01-22,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,8,0,1,13,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2008-08-13,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,12,0,0,8,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2009-02-09,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,15,0,1,12,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2009-02-27,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,2,0,0,15,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2010-01-14,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,6,0,0,2,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2011-01-28,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,2,12,0,0,6,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2011-02-16,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,2,0,2,12,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2012-01-20,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,3,12,0,1,2,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2012-02-08,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,6,0,3,12,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2012-02-27,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,2,0,1,6,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2012-03-12,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,2,0,1,2,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2013-01-29,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,11,0,0,2,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2013-11-22,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,13,0,0,11,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2013-12-19,294572,Re-Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,0,0,0,13,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2014-11-03,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,8,0,0,0,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2015-08-21,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,0,9,0,0,8,0
McDonalds Restaurant,"3207 Erie Boulevard East,  Syracuse",13214,2016-03-04,294572,Inspection,Food Service Establishment,Restaurant,43.051785,-76.073088,1,6,0,0,9,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2006-08-18,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,2,8,1,NA,NA,NA
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2007-07-19,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,1,12,0,2,8,1
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2007-08-09,294307,Re-Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,1,4,0,1,12,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2008-04-08,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,2,10,0,1,4,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2009-03-06,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,1,3,0,2,10,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2010-03-19,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,1,4,0,1,3,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2011-07-28,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,1,25,0,1,4,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2011-08-29,294307,Re-Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,3,0,1,25,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2012-06-20,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,3,0,0,3,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2013-03-08,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,4,0,0,3,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2013-11-19,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,5,0,0,4,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2014-09-05,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,10,0,0,5,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2015-04-09,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,2,2,0,0,10,0
McDonalds of Dewitt/Paul M. Ross Ice,"6031 Tarbell ROAD,  Syracuse",13206,2016-05-02,294307,Inspection,Food Service Establishment,Restaurant,43.090223,-76.101397,0,0,0,2,2,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2007-02-08,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,2,9,0,NA,NA,NA
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2007-08-17,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,2,9,0,2,9,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2008-04-04,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,10,0,2,9,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2008-04-16,294037,Re-Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,3,0,0,10,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2009-05-18,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,2,12,0,0,3,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2009-05-29,294037,Re-Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,0,0,2,12,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2010-05-20,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,5,0,0,0,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2011-05-13,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,6,0,0,5,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2011-12-20,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,5,0,0,6,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2012-06-08,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,4,0,0,5,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2012-12-11,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,3,0,0,4,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2013-06-25,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,8,0,0,3,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2013-11-22,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,2,5,0,0,8,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2014-08-19,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,11,0,2,5,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2015-02-04,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,1,5,0,0,11,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2015-10-13,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,3,0,1,5,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2016-04-20,294037,Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,7,0,0,3,0
McDonalds of Western Lights,"4733 Onondaga BOULEVARD,  Syracuse",13219,2016-05-16,294037,Re-Inspection,Food Service Establishment,Restaurant,43.032775,-76.19254,0,0,0,0,7,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2006-07-07,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,NA,NA,NA
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2007-07-05,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,1,0,0,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2008-07-10,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,1,0,0,0,1,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2009-07-10,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,1,0,0,1,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2010-07-22,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,1,1,0,1,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2011-07-12,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,1,1,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2012-07-18,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,1,0,0,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2013-07-12,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,0,1,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2014-07-23,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,0,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2015-07-01,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,0,0,0
McKinley Brighton Elementary School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2016-08-02,467278,Inspection,SED Summer Feeding Prog.,SED Satellite Feeding Site,43.017806,-76.143235,0,0,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2005-11-14,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,NA,NA,NA
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2006-09-18,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2007-04-04,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2007-07-05,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2008-02-05,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2009-01-16,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,3,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2009-09-18,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,1,2,0,0,3,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2010-01-26,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,1,2,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2010-10-13,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,2,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2011-02-09,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,2,0,0,2,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2011-09-15,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,0,2,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2012-01-10,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2012-09-19,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2013-01-03,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,0,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2013-10-22,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,1,3,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2014-01-16,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,1,0,0,1,3,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2014-10-02,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,1,0,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2015-03-11,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,2,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2015-12-14,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,1,0,0,2,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2016-05-31,466916,Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,4,0,0,1,0
McKinley-Brighton School,"141 WEST NEWELL STREET,  SYRACUSE",13205,2016-06-16,466916,Re-Inspection,Institutional Food Service,School K-12 Food Service,43.017806,-76.143235,0,0,0,0,4,0
McNeillys Pub,"300 Robinson STREET,  Syracuse",13203,2014-09-24,884001,Inspection,Food Service Establishment,Tavern,NA,NA,0,3,0,NA,NA,NA
McNeillys Pub,"300 Robinson STREET,  Syracuse",13203,2015-09-30,884001,Inspection,Food Service Establishment,Tavern,NA,NA,1,4,0,0,3,0
McNeillys Pub,"300 Robinson STREET,  Syracuse",13203,2016-06-02,884001,Inspection,Food Service Establishment,Tavern,NA,NA,0,1,0,1,4,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2005-10-28,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,NA,NA,NA
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2006-09-21,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2007-03-01,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,2,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2007-08-03,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,2,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2008-02-14,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2009-01-05,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2010-01-12,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,0,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2010-12-09,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2011-09-07,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2012-01-10,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2012-09-25,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2013-01-15,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2013-09-05,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,1,1,0,0,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2014-01-08,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,1,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2014-10-08,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,1,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2015-01-07,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2015-09-14,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,1,0,0,0,0
Meachem Elementary School,"171 SPAULDING AVENUE,  SYRACUSE",13205,2016-01-12,473232,Inspection,Institutional Food Service,School K-12 Food Service,42.9869,-76.147059,0,0,0,0,1,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2006-05-08,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,1,8,0,NA,NA,NA
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2007-01-16,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,1,6,0,1,8,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2008-01-30,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,4,0,1,6,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2008-12-11,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,1,0,0,4,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2009-07-01,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,1,3,0,0,1,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2010-05-19,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,3,0,1,3,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2011-01-20,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,2,0,0,3,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2012-02-03,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,1,6,0,0,2,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2012-11-29,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,7,0,1,6,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2012-12-19,436987,Re-Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,0,0,0,7,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2013-08-21,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,5,0,0,0,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2014-06-02,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,1,2,0,0,5,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2014-12-04,436987,Re-Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,0,0,1,2,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2015-03-19,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,6,0,0,0,0
Meals on Wheels,"300  Burt STREET,  Syracuse",13202,2016-03-15,436987,Inspection,SOFA Food Service,SOFA Prep Site-State Office for the Aging,43.038169,-76.147263,0,4,0,0,6,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2012-06-18,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,0,5,0,NA,NA,NA
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2012-10-29,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,4,8,0,0,5,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2012-11-15,809624,Re-Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,4,3,0,4,8,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2012-12-07,809624,Re-Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,1,3,0,4,3,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2013-10-08,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,1,7,0,1,3,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2014-10-09,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,1,5,0,1,7,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2015-10-14,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,2,10,0,1,5,0
Melting Pot (The),"306 Hiawatha Boulevard West,  Syracuse",13204,2016-08-04,809624,Inspection,Food Service Establishment,Restaurant,43.068347,-76.169451,1,0,0,2,10,0
Menchie's Frozen Yogurt,"3546 WEST Genesee STREET,  Syracuse",13219,2016-08-23,913560,Inspection,Food Service Establishment,Ice Cream Store,NA,NA,0,0,0,NA,NA,NA
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2006-06-07,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,NA,NA,NA
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2006-09-06,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2007-02-02,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,0,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2007-10-01,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,2,0,0,0,0
Merriday School,"1636 JAMES STREET,  SYRACUSE",13203,2008-01-28,466918,Inspection,Institutional Food Service,School K-12 Food Service,43.06407,-76.124454,0,4,0,0,2,0
