"","name","is_closed","rating","review_count","location.address1","location.zip_code","coordinates.latitude","coordinates.longitude","price","phone"
"439","Starbucks",FALSE,3.5,24,"125 Weston Pkwy","27513",35.827094393612,-78.7707850743113,"$","+19196776104"
"440","Starbucks",FALSE,3.5,22,"1904 NW Maynard Rd","27513",35.7986750488759,-78.7950729380704,"$$","+19194819124"
"441","Caribou Coffee",FALSE,4,50,"3300 Duraleigh Rd","27612",35.825137971358,-78.7084731607661,"$","+19197879611"
"442","New World Coffee House",FALSE,4,195,"4112 Pleasant Valley Rd","27612",35.8603739893191,-78.7046134267209,"$","+19197860091"
"443","BREW",FALSE,4,26,"The Cary Theater","27511",35.7871034117088,-78.7805688396784,"$","+19194005473"
"444","Caribou Coffee",FALSE,4,41,"109 SW Maynard Rd","27511",35.7709884643555,-78.7826919555664,"$$","+19193196265"
"445","Starbucks",FALSE,3,23,"Terminal 2, RDU","27560",35.8765329419153,-78.7935050091627,"$$",NA
"446","Starbucks",FALSE,4,12,"1025 Airside Dr","27623",35.8767453864,-78.7934322274703,"$$","+19198400506"
"447","Starbucks",FALSE,3.5,17,"3101 Edwards Mill Rd","27612",35.82544,-78.70695,"$$","+19197894422"
"448","Cafe Carolina and Bakery",FALSE,3,79,"137 Weston Pkwy","27513",35.8281969,-78.7715457,"$","+19196788855"
"449","Starbucks",FALSE,4,29,"3608-400 Davis Dr","27560",35.8216827196524,-78.8476068459453,"$","+19194601170"
"450","Starbucks",FALSE,2.5,6,"RDU Airport Terminal 1","27560",35.8767453864,-78.7934322274703,"$","+19198400506"
"451","Starbucks",FALSE,3.5,30,"204 Crossroads Blvd","27511",35.7605560936239,-78.7411189488902,"$","+19192334905"
"452","Starbucks",FALSE,2.5,18,"1217 Kildaire Farm Rd","27511",35.7637672424316,-78.7831268310547,"$$","+19194651229"
"453","Starbucks",FALSE,3.5,9,"1107 Walnut St","27511",35.7714348,-78.7628632,"$$","+19194689908"
"454","Starbucks",FALSE,4,25,"6282 Glenwood Ave","27612",35.8572779,-78.7037516,"$","+19197850111"
"455","Starbucks",FALSE,2.5,5,"3001 Market Ctr Dr","27560",35.8050339173765,-78.8170023735558,"$$","+19193792180"
"456","Crema Coffee & Bakery",FALSE,4.5,122,"1983 High House Rd","27519",35.7899524,-78.8501843,"$","+19193801840"
"457","Elixir Coffee",FALSE,4,24,"2000 Boulderstone Way","27519",35.7915649414062,-78.8485946655273,"$","+19193883783"
"458","Taco Bell",FALSE,2,17,"3821 Western Blvd","27606",35.784825,-78.688507,"$","+19198519034"
"459","Chipotle Mexican Grill",FALSE,3.5,35,"2316 Hillsborough St","27607",35.7877,-78.66665,"$","+19195761894"
"460","Baja Burrito",FALSE,3.5,73,"2109 Avent Ferry Rd","27606",35.779686394905,-78.675648833698,"$","+19198343431"
"461","Gonza Tacos Y Tequila",FALSE,4,74,"2100 Hillsborough St","27607",35.786750793457,-78.6633758544922,"$$","+19192688965"
"462","Armadillo Grill",FALSE,3.5,102,"439 Glenwood Ave","27603",35.786118316766,-78.6474545239476,"$","+19195460555"
"463","Dos Taquitos Xoco",FALSE,3,133,"410 Glenwood Ave","27603",35.785634,-78.6472979,"$$","+19198359010"
"464","El Cerro Restaurant",FALSE,2.5,46,"2217 Avent Ferry Rd","27606",35.7785849863832,-78.6766269776132,"$","+19198320293"
"465","El Rodeo Mexican Restaurant",FALSE,4,72,"329 S Blount St","27601",35.7756805419922,-78.6362533569336,"$","+19198290777"
"466","La Rancherita",FALSE,3.5,37,"2400 Hillsborough St","27607",35.787696487566,-78.6670727458954,"$$","+19197559697"
"467","La Carreta Mexican Restaurant",FALSE,3.5,47,"1028 Oberlin Rd","27605",35.7975573684215,-78.6595097048935,"$$","+19199773271"
"468","Taqueria El Toro",FALSE,4.5,185,"3601 Junction Blvd","27603",35.7308158874512,-78.657096862793,"$","+19196615676"
"469","Taco Bell",FALSE,3,10,"2101 Walnut St","27518",35.7575,-78.74129,"$","+19198520680"
"470","Gringo A Go-Go",FALSE,3.5,140,"100 N Person St","27601",35.781265,-78.634478,"$$","+19199771438"
"471","Moe's Southwest Grill",FALSE,2.5,17,"506 Daniels St","27605",35.7909947633743,-78.6611243337393,"$","+19196646637"
"472","Neomonde Bakery & Deli",FALSE,4.5,334,"3817 Beryl Rd","27607",35.793248,-78.690182,"$","+19198281628"
"473","Golden Dragon",FALSE,3.5,30,"2402 Hillsborough St","27607",35.7876306,-78.6671383,"$","+19198342626"
"474","The Pharmacy Cafe",FALSE,4.5,16,"702 N Person St","27604",35.7891044616699,-78.6340866088867,"$","+19199773805"
"475","The Roast Grill",FALSE,4,119,"7 S West St","27603",35.780231,-78.645645,"$","+19198328292"
"476","Char-Grill",FALSE,4,64,"618 Hillsborough St","27603",35.7811,-78.64851,"$","+19198217636"
"477","Stanbury",FALSE,4.5,181,"938 N Blount St","27604",35.7931827753782,-78.6356239020824,"$$$","+19199774321"
"478","The Mecca Restaurant",FALSE,4,117,"13 E Martin St","27601",35.7770957946777,-78.6386413574219,"$","+19198325714"
"479","The Station",FALSE,3.5,214,"701 N Person St","27604",35.789169,-78.63456,"$$","+19199771567"
"480","Snoopy's Hot Dogs & More",FALSE,3.5,35,"3600 Hillsborough St","27607",35.7933884,-78.6835938,"$","+19197559022"
"481","Bida Manda",FALSE,4.5,788,"222 S Blount St","27601",35.7772492676183,-78.6367019169414,"$$","+19198299999"
"482","Death & Taxes",FALSE,3.5,115,"105 W Hargett St","27601",35.778182,-78.640541,"$$$$","+19842420218"
"483","Sitti",FALSE,4,552,"137 S Wilmington St","27601",35.778405434936,-78.638135231855,"$$","+19192394070"
"484","United Skates of America",FALSE,4.5,4,"2901 Trawick Rd","27604",35.8202782,-78.5893478,NA,"+19197903808"
"485","Hyatt Place Raleigh West",FALSE,4,28,"710 Corporate Ctr Dr","27607",35.79191,-78.73806,"$$","+19192332205"
"486","Hyatt Place Raleigh-Durham Airport",FALSE,3.5,32,"200 Airgate Dr","27560",35.8645515,-78.8144684,"$$","+19194052400"
"487","Hyatt House Raleigh North Hills",FALSE,4.5,28,"160 Park at North Hills St","27609",35.836828,-78.6387031,"$$","+19193630771"
"488","PNC Arena",FALSE,4,97,"1400 Edwards Mill Road","27607",35.80324,-78.72293,NA,"+19198612300"
"489","Catherine Nguyen Photography",FALSE,5,25,"","27609",35.8427276611328,-78.6337280273438,NA,"+19175247297"
"490","Chuy's",FALSE,3.5,198,"4020 Market At North Hills St","27609",35.8366515516641,-78.6376325573292,"$$","+19195712489"
"491","Dean's Seafood Grill and Bar",FALSE,3.5,183,"1080 Darrington Dr","27513",35.8003005981445,-78.8167877197266,"$$","+19194595875"
"492","Cambria hotel & suites Raleigh-Durham Airport",FALSE,4,32,"300 Airgate Dr","27560",35.865484,-78.814742,"$$","+19193613311"
"493","Sai Krishna Bhavan",FALSE,3.5,69,"10970 Chapel Hill Rd","27560",35.8562299,-78.8408,"$$","+19194810910"
"494","Raleigh Marriott City Center",FALSE,3.5,81,"500 Fayetteville Street","27601",35.77359,-78.63997,"$$","+19198331120"
"495","La Quinta Inn & Suites Raleigh Durham Intl AP",FALSE,3.5,21,"1001 Hospitality Ct","27560",35.8593786388312,-78.8158527830245,"$$","+19194611771"
"496","Hilton Garden Inn Raleigh/Durham Airport",FALSE,4,50,"1500 RDU Center Dr","27560",35.8511,-78.7961,"$$","+19198408088"
"497","Raleigh Marriott Crabtree Valley",FALSE,3,46,"4500 Marriott Dr","27612",35.8430213,-78.6781509,"$$","+19197817000"
"498","DoubleTree By Hilton Hotel Raleigh - Brownstone - University",FALSE,3,49,"1707 Hillsborough St","27605",35.78427,-78.66021,"$$","+19198280811"
"499","Hilton Garden Inn",FALSE,4,9,"3912 Arrow Dr","27612",35.83542,-78.67323,"$$","+19197032525"
"500","Mellow Mushroom",FALSE,3.5,143,"4300 NW Cary Pkwy","27513",35.7902030944824,-78.8281478881836,"$$","+19194637779"
"501","Randy's Pizza",FALSE,3,66,"4129 Davis Dr","27560",35.8360018415505,-78.8583919478614,"$","+19194683737"
"502","Papa John's Pizza",FALSE,5,2,"1238 W Williams St","27502",35.745636,-78.8725204,"$","+19193039100"
"503","The Pizza Dude",FALSE,3.5,42,"1763 W Williams St","27523",35.7575174,-78.8763318,"$","+19193036686"
"504","Paisan's Italian Restaurant",FALSE,3.5,82,"1275 NW Maynard Rd","27513",35.7858305,-78.8116365,"$$","+19193883033"
"505","Brixx Wood Fired Pizza",FALSE,4,25,"14112 Bradford Green Sq","27513",35.7940634854914,-78.8455762851558,"$$","+19193361111"
"506","Pizza Hut",FALSE,2.5,14,"920 NE Maynard Rd","27513",35.8014526,-78.7679825,"$$","+19194699991"
"507","Blaze Fast-Fire'd Pizza",FALSE,4.5,175,"Park West Village","27560",35.808086,-78.815149,"$","+19194659590"
"508","J & S New York Pizza",FALSE,4,48,"804 Perry Rd","27502",35.7206379,-78.8442204,"$","+19193630071"
"509","Belgian Cafe",FALSE,4,70,"1232 W Williams St","27502",35.7460582205021,-78.8724289871869,"$$","+19193725128"
"510","Papa John's Pizza",FALSE,1.5,8,"238 Grande Heights Dr","27513",35.8043901704532,-78.7801772199772,NA,"+19194621441"
"511","Roma's Italian",FALSE,4,21,"203 N Harrison Ave","27513",35.788173,-78.783897,"$","+19194681111"
"512","Hungry Howie's Pizza",FALSE,3,15,"1904 NW Maynard Rd Unit C","27513",35.798876,-78.794904,"$","+19192341380"
"513","Marco's Pizza",FALSE,3.5,11,"1015 Davis Drive","27523",35.7538274532229,-78.8483527419021,"$","+19193878820"
"514","Patrick Jane's Gourmet Pizza Bar & Bistro",FALSE,3.5,150,"The Shoppes of Kildaire","27511",35.7597237,-78.7830811,"$$","+19193888001"
"515","Today Asia Market",FALSE,4.5,19,"1207 Kildaire Farm Rd","27511",35.7638016,-78.7821884,"$$","+19193800588"
"516","S Mart",FALSE,3.5,55,"1000 Ryan Rd","27511",35.7773557521782,-78.7679674313793,"$$","+19194690559"
"517","Pho Vietnam",FALSE,4,155,"1284 Buck Jones Rd","27606",35.766339,-78.742165,"$","+19196555665"
"518","Thai Villa",FALSE,3.5,117,"1319 Buck Jones Rd","27606",35.7645747208655,-78.7421581269837,"$$","+19194629010"
"519","Toyo Shokuhin & Gift Shop",FALSE,4.5,32,"748 E Chatham St Ste L","27511",35.79157,-78.76514,"$$","+19193191620"
"520","A & C Supermarket",FALSE,3.5,26,"3210 S Wilmington St","27603",35.7368240356445,-78.6514892578125,"$","+19192322288"
"521","ãn",FALSE,4,255,"2800 Renaissance Park Pl","27513",35.828605,-78.772628,"$$$","+19196779229"
"522","Kimbap",FALSE,4,201,"111 Seaboard Ave","27604",35.788608,-78.640168,"$$","+19199008053"
"523","Noodles & Company",FALSE,3.5,54,"403 Daniels St","27605",35.789435990375,-78.661556928741,"$","+19197550282"
"524","Sam's Club",FALSE,3,16,"3001 Calvary Dr","27604",35.8464991383294,-78.585403770158,"$$","+19198740112"
"525","Big Boss Brewing Company",FALSE,4,81,"1249-A Wicker Dr","27604",35.809822903712,-78.617161996997,"$","+19198340045"
"526","Finchs Restaurant",FALSE,3.5,75,"401 W Peace St","27603",35.788055,-78.643424,"$","+19198347396"
"527","Tazza Kitchen Cameron Village",FALSE,4.5,221,"432 Woodburn Rd","27605",35.7904985,-78.6586216,"$$","+19198359463"
"528","MoJoe's Burger Joint",FALSE,4,194,"620 Glenwood Ave","27603",35.7884941101074,-78.6469268798828,"$","+19198326799"
"529","The Cheesecake Factory",FALSE,3.5,232,"4325 Glenwood Ave","27612",35.8398333749835,-78.6784108465577,"$$","+19197810050"
"530","Memphis Barbecue",FALSE,3.5,108,"1498 Skibo Rd","28303",35.0828506396498,-78.9558602755016,"$$","+19105683228"
"531","Keith's BBQ and J K's Lunchroom",FALSE,5,8,"13037 Keith Store Rd","27587",35.9694595,-78.5614624,NA,"+19196186211"
"532","Backyard Bistro",FALSE,3,149,"1235 Hurricane Alley Way","27607",35.7989654541016,-78.7255477905273,"$$","+19198516203"
"533","Smokey's BBQ Shack",FALSE,4,187,"10800 Chapel Hill Rd","27560",35.849843,-78.839056,"$","+19194691724"
"534","Nana's",FALSE,4.5,249,"2514 University Dr","27707",35.973934173584,-78.9250946044922,"$$$","+19194938545"
"535","Capital City Chop House Raleigh",FALSE,3.5,87,"151 Airgate Dr","27560",35.8634376525879,-78.8147811889648,"$$$","+19194847721"
"536","Hilton Durham Near Duke University",FALSE,3,26,"3800 Hillsborough Rd","27705",36.0262558,-78.9567106,"$$","+19193838033"
"537","Oak City Meatball Shoppe",FALSE,4,219,"180 E Davie St","27601",35.7754728198051,-78.6371326446533,"$$","+19197149014"
"538","Capital Club 16",FALSE,4,182,"16 W Martin St","27601",35.7770482987727,-78.640130534236,"$$","+19197479345"
"539","Sono Sushi Restaurant Bar",FALSE,4,301,"319 Fayetteville St","27601",35.775911064349,-78.639189410175,"$$","+19195215328"
"540","DeMo's Pizzeria & Deli",FALSE,4.5,97,"222 Glenwood Ave","27603",35.783627,-78.647144,"$","+19197541050"
"541","Garland",FALSE,4.5,148,"14 W Martin St","27601",35.777135,-78.639802,"$$","+19198336886"
"542","Joule Coffee & Table",FALSE,4,284,"223 S Wilmington St","27601",35.777511,-78.637939,"$$","+19194247422"
"543","Subway",FALSE,4.5,3,"Wallmart","27597",35.8311992150299,-78.2967238686345,"$","+19192692699"
"544","Subway",FALSE,2,2,"2859 Wendell Blvd","27591",35.7943522624015,-78.3799342811108,NA,"+19193654005"
"545","Bravos Pizzeria",FALSE,5,10,"9 N Main St","27591",35.7813034057617,-78.3701934814453,"$","+19193656065"
"546","Subway",FALSE,4,2,"1130 US 1 Hwy","27596",35.975227818096,-78.3853912353516,NA,"+19195566623"
"547","Subway",FALSE,4.5,4,"1018 Shoppes At Midway Dr","27545",35.7981949,-78.5046005,"$","+19192170008"
"548","Subway",FALSE,1,1,"411 S Main St","27571",35.916820526123,-78.4655303955078,NA,"+19195543511"
"549","Subway",FALSE,2.5,2,"8410 Louisburg Rd","27616",35.8933005013338,-78.510389571544,NA,"+19192660300"
"550","Bailey Cafe",FALSE,4.5,10,"12544 Hanover St","27807",35.77895,-78.1184,"$","+12522352767"
"551","Jersey Mike's Subs",FALSE,4,17,"4121-101 New Bern Avenue","27610",35.801143,-78.565269,"$","+19192310070"
"552","Subway",FALSE,5,1,"922 Gateway Commons","27587",35.9678764,-78.496109,NA,"+19195625700"
"553","Subway",FALSE,3,4,"6320 Capital Blvd","27616",35.870735168457,-78.5784683227539,"$","+19198781777"
"554","Which Wich ?",FALSE,3.5,55,"4025 Lake Boone Trl","27607",35.81545,-78.69647,"$","+19197811101"
"555","Subway",FALSE,3,2,"5959 Triangle Town Blvd","27616",35.8667908,-78.5738373,NA,"+19197922491"
"556","Nashers Sandwich House",FALSE,4.5,131,"10630 Durant Rd","27614",35.90619,-78.59248,"$","+19842695099"
"557","Which Wich",FALSE,4,33,"4120-140 Main at N Hills St","27609",35.8365356798848,-78.6426345258951,"$","+19197869111"
"558","Subway",FALSE,3.5,3,"4934 Raleigh Rd","27896",35.7629356,-77.9994278,"$","+12522067187"
"559","Linus & Peppers",FALSE,4.5,50,"126 Salisbury St","27601",35.7784783820258,-78.6403281693081,"$","+19198333866"
"560","Jersey Mike's Subs",FALSE,4,17,"6176 Falls of Neuse Road","27609",35.86657,-78.620178,"$","+19198707827"
"561","Groucho's Deli of Raleigh",FALSE,4,25,"10 Horne St","27607",35.7880786528937,-78.6678160064433,"$","+19199777747"
"562","Lucettegrace",FALSE,4.5,182,"235 South Salisbury St","27601",35.7775215,-78.6400561,"$$","+19193074950"
"563","North Carolina Museum of Natural Sciences",FALSE,4.5,152,"11 W Jones St","27601",35.7822735,-78.6395502,"$","+19197079800"
"564","Hayes Barton Café & Dessertery",FALSE,4,165,"2000 Fairview Rd","27608",35.8045272827148,-78.6463241577148,"$$","+19198568551"
"565","Videri Chocolate Factory",FALSE,4,124,"327 W Davie St","27601",35.7756292113368,-78.6447304318771,"$$","+19197555053"
"566","Soo Café",FALSE,4.5,156,"2815 Brentwood Rd","27604",35.8171559947175,-78.5962332235565,"$$","+19198761969"
"567","Virgil's Original Taqueria",FALSE,4,46,"126 S Salisbury St","27601",35.7786199,-78.64041,"$$","+19198333866"
"568","Crab Stop the Northside Fish Market",FALSE,4,1,"2275 New Hope Church Rd","27604",35.835186,-78.599472,NA,"+19198500891"
"569","Kai Sushi and Sake Bar",FALSE,4.5,178,"7713 Lead Mine Rd","27615",35.886173,-78.660438,"$$","+19198704923"
"570","Waraji Japanese Restaurant",FALSE,4,277,"5910 Duraleigh Rd","27612",35.8593550671142,-78.7124408362804,"$$","+19197831883"
"571","Renaissance Raleigh North Hills Hotel",FALSE,4,43,"4100 Main At North Hills St","27609",35.8359603881836,-78.6438217163086,"$$$","+19195718773"
"572","Vivace",FALSE,4,185,"4209 Lassiter Mill Rd","27609",35.8388639292319,-78.6447072029114,"$$","+19197877747"
"573","Tokyo House",FALSE,4,94,"7439 Six Forks Rd","27615",35.881218,-78.6460808,"$$","+19198483350"
"574","Fox and Hound Pub & Grille",FALSE,3,118,"4158 Main N Hills St","27609",35.837034499773,-78.642232511629,"$$","+19197814495"
"575","Ajisai Japanese Fusion",FALSE,4.5,219,"427 Woodburn Rd","27605",35.7901556663343,-78.6595404291254,"$$","+19198319907"
"576","Kanki",FALSE,3.5,132,"4325 Glenwood Ave","27612",35.8393211364746,-78.6790237426758,"$$","+19197829708"
"577","Food Lion",FALSE,4.5,3,"3151 Capital Blvd","27604",35.8231468200684,-78.590446472168,"$$$","+19197906728"
"578","Food Lion",FALSE,4,5,"1100 N Raleigh Blvd","27610",35.79422,-78.6114426,"$","+19198297077"
"579","Trader Joe's",FALSE,4.5,119,"3000 Wake Forest Rd","27609",35.823313875369,-78.6215473857056,"$$","+19199817422"
"580","Sopranos Grill",FALSE,4,53,"1030 N Rogers Ln","27610",35.7921497139744,-78.5491436068153,"$$","+19198278848"
"581","Food Lion",FALSE,2,6,"3416 Poole Rd Ste 120","27610",35.7672462463379,-78.5795364379883,"$$","+19192316202"
"582","Food Lion Llc Store 2504",FALSE,3,1,"1030 N Rogers Ln Ste 125","27610",35.79167,-78.54836,"$","+19197920321"
"583","Aldi",FALSE,4,5,"2900 Sunrise Valley Pl","27610",35.7938581172779,-78.5471554927113,"$",NA
"584","El Mandado Supermarket",FALSE,4.5,7,"4020 Capital Blvd","27604",35.835506439209,-78.5796813964844,"$","+19198781800"
"585","Chuck & Buck Cones N Cups",FALSE,4.5,120,"4610 Capital Blvd","27604",35.8464972,-78.5798598,"$","+19198872992"
"586","Slingshot Coffee",FALSE,5,3,"1420 Brookside Dr","27604",35.798267,-78.623977,"$",NA
"587","Food Lion",FALSE,2,5,"4510 Capital Blvd","27604",35.8457108,-78.5789566,"$$","+19198768126"
"588","Lowes Foods",FALSE,3.5,16,"3001 Widewaters Pkwy","27545",35.795017488115,-78.5050919053695,"$$","+19192179184"
"589","Harris Teeter",FALSE,4,19,"120-100 St Alban's Rd","27609",35.8383139,-78.639811,"$$","+19197814165"
"590","The Club House Restaurant",FALSE,4.5,3,"42 40 Garner","27601",35.773993,-78.63276,"$","+19196622207"
