name,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
Greystone Village Shopping Center,FALSE,5.0,1,7713 Lead Mine Rd,27615,35.8869019,-78.659729,NA,+15164661800,shoppingcenters
Icy Hot Heating and Air Conditioning,FALSE,5.0,52,5315 Orchard St,27606,35.780172,-78.728825,NA,+19196737667,hvac
Yopop,FALSE,3.5,31,10251 Little Briar Creek Ln 106,27617,35.9113083,-78.7852097,$,+19193619917,icecream
Island Sound & Video,FALSE,4.0,5,3024 Barrow Dr,27616,35.8667339,-78.5877906,NA,+19198723535,"djs,videofilmproductions,videographers"
Stage Door Dance Productions,FALSE,4.5,2,2720 Godley Ln,27617,35.9181709,-78.7947083,NA,+19197203036,dance_schools
Defygravity Durham,FALSE,3.5,40,4300 Emperor Blvd,27703,35.87254,-78.84343,NA,+19198251010,"venues,trampoline"
The Crossings At Alexander Place,FALSE,3.5,7,7521 Windmill Harbor Way,27617,35.9183172136545,-78.7745254486799,NA,+19195989600,apartments
AMF Pleasant Valley Lanes,FALSE,3.5,27,5501 Commercial Ave.,27612,35.8572617,-78.7093201,$$,+19197830080,"bowling,venues,arcades"
Allstate Insurance: Lauri W. Fair,FALSE,5.0,2,"9101 Leesville Rd, Ste 111",27613,35.896386,-78.7255,NA,+19198463901,insurance
Subway,FALSE,3.5,5,4137 Davis Dr,27560,35.835915,-78.855938,$,+19194819515,"sandwiches,hotdogs"
Subway,FALSE,3.0,5,10300 Chapel Hill Rd,27560,35.83264,-78.82716,$,+19194691985,"sandwiches,hotdogs"
The Brunch Box,FALSE,4.0,92,10970 Chapel Hill Rd,27560,35.8562299,-78.8408,$,+19193807276,"breakfast_brunch,sandwiches,tradamerican"
Uncle Maddio's Pizza Joint,FALSE,4.0,74,7157 Okelly Chapel Rd,32256,35.843880137055,-78.8882066941956,$,+19192346447,"pizza,salad,sandwiches"
Which Wich,FALSE,3.0,13,1017 Morrisville Pkwy,27560,35.8089858858826,-78.8202621415257,$,NA,sandwiches
Jersey Mike's Subs,FALSE,3.5,9,3608 Davis Drive,27560,35.8213758130023,-78.8474907746827,$,+19193800289,"sandwiches,hotdogs,delis"
Subway,FALSE,3.5,7,5400 S Miami Blvd,27703,35.881494000000004,-78.851267000000007,$,+19199911800,"sandwiches,hotdogs"
Jersey Mike's Subs,FALSE,4.0,10,7177 O Kelly Chapel Road,27519,35.8447113,-78.8929214,$,+19193882200,"hotdogs,delis,sandwiches"
Jersey Mike's Subs,FALSE,3.0,14,962D Airport Boulevard,27560,35.8571892,-78.8203964,$,+19193190039,"sandwiches,hotdogs,delis"
Hummus Cafe,FALSE,4.5,58,962-A Airport Blvd,27560,35.8582264775521,-78.8208327010387,$,+19196501601,"mediterranean,cafes"
Subway,FALSE,4.5,3,10130 Green Level Church Rd,27519,35.8213234,-78.9021225,NA,+19194609422,"hotdogs,sandwiches"
LongHorn Steakhouse,FALSE,3.5,32,1411 Beaver Creek Commons Dr,27502,35.746892545635,-78.88383461926,$$,+19193034889,"steak,tradamerican,bbq"
Gigi's Cupcakes of Raleigh,FALSE,3.5,84,1028 Oberlin Rd,27605,35.7980614,-78.6595001,$$,+19198968636,"desserts,bakeries,cupcakes"
El Dorado Authentic Mexican Restaurant,FALSE,3.5,23,2811 Brentwood Rd,27604,35.8174477,-78.5952835,$,+19198728440,mexican
King Barbershop,FALSE,5.0,1,2015 Village Park Dr,27545,35.7972120336312,-78.4933441132307,NA,NA,barbers
HYATT house Raleigh Durham Airport,FALSE,4.0,28,10962 Chapel Hill Road,27560,35.8551102,-78.8405533,$$,+19193885355,hotels
Arby's,FALSE,2.0,2,171 Wakelon St,27597,35.83302,-78.31485,NA,+19192690995,"hotdogs,sandwiches"
Arby's,FALSE,3.0,12,9221 Fairbanks Dr,27613,35.89814,-78.7266,$,+19193292768,"hotdogs,sandwiches"
Biscuitville,FALSE,3.5,10,771 Enterprise Dr,27520,35.6567154,-78.4762802,$,+19195507444,breakfast_brunch
Food Lion,FALSE,2.5,2,301 Timber Dr,27529,35.6861153,-78.6082764,$,+19197795551,grocery
Food Lion,FALSE,2.0,1,1339 5th Ave,27529,35.7087601221942,-78.6232649749886,$$,+19197790770,grocery
Lowes Foods,FALSE,2.5,7,11711 Us Highway 70 Business W,27520,35.672358451083,-78.5069274902344,$$$$,+19195506740,"grocery,beer_and_wine,chicken_wings"
Rainbow Garden,FALSE,3.0,5,1170 Us 1 Hwy,27596,36.0405889093526,-78.4969174861908,$,+19195565587,chinese
Fire Wok,FALSE,2.5,19,442 Fayetteville St,27601,35.7741966,-78.6395569,$,+19198218089,asianfusion
Crazy Fire Mongolian Grill,FALSE,3.0,58,1270 Buck Jones Rd,27606,35.7671153637725,-78.7414771112061,$$,+19194812222,mongolian
Forks Cafeteria & Catering,FALSE,3.5,9,339 S Brooks St,27587,35.97552,-78.50893,$$,+19195566544,"tradamerican,cafeteria"
Shane's Rib Shack,FALSE,3.5,56,5811 Poyner Village Pkwy,27616,35.8638229,-78.5705566,$$,+19198509900,bbq
Chili's,FALSE,3.0,29,3411 Sumner Blvd,27616,35.86654,-78.5817299,$$,+19197922545,"tex-mex,tradamerican,bars"
Edward McKay Used Books & More,FALSE,4.0,77,3514 Capital Blvd,27604,35.8274193,-78.5843887,$,+19197909299,"media,thrift_stores"
Fox Liquor Bar,FALSE,4.0,158,237 S Wilmington St,27601,35.77705,-78.63803,$$,+19193220128,bars
Bridge Club,FALSE,4.0,1,105 W Hargett St,27601,35.77818,-78.64053,NA,+19846645105,venues
Kings,FALSE,3.5,30,14 W Martin St,27601,35.777135,-78.639802,$,+19198331091,musicvenues
Brooklyn Boy's Pizzeria,FALSE,2.5,28,1260 NW Maynard Rd,27513,35.7850831,-78.809671,$,+19193193232,pizza
Lugano Ristorante,FALSE,4.0,113,1060 Darrington Dr,27513,35.799894,-78.816154,$$,+19194687229,italian
Romano's Macaroni Grill,FALSE,2.5,41,740 SE Maynard,27511,35.770124,-78.763329,$$,+19194677727,italian
Bellini Fine Italian Cuisine,FALSE,3.5,37,107 Edinburgh S Dr,27511,35.7367599,-78.79792,$$,+19195520303,"italian,desserts,cocktailbars"
il Bacio Italian Grill & Pizza,FALSE,3.5,63,3622 Rogers Rd,27587,35.9451408,-78.5043259,$$,+19195567800,"italian,pizza"
Gooey's American Grille,FALSE,4.0,46,950 Gateway Commons Cir,27587,35.968488,-78.4943886,$,+19197615191,"tradamerican,cheese"
Pie-Zano's Pizzeria,FALSE,4.5,32,252 Southtown Cir,27571,35.91692,-78.46979,$$,+19195548881,"pizza,beer_and_wine,sandwiches"
Buffalo Wild Wings,FALSE,2.5,59,121 Grand Hill Place,27540,35.661364706751,-78.8494234532118,$$,+19195770407,"tradamerican,chicken_wings,sportsbars"
Garibaldi Trattoria,FALSE,4.5,138,900 N Main St,27526,35.5912394645821,-78.7868774172092,$$,+19195528868,italian
Anna's Pizzeria,FALSE,3.5,40,138 S Main St,27526,35.58309,-78.80003,$$,+19192852497,"pizza,italian"
Red Robin Gourmet Burgers,FALSE,3.0,49,1431 Beaver Creek Commons Dr,27502,35.7462220246651,-78.8836213103293,$$,+19193638599,"tradamerican,burgers"
Papa John's Pizza,FALSE,2.5,4,1516 Broad St,27526,35.6034012,-78.8033066,NA,+19195776565,pizza
Dairy Queen,FALSE,3.0,7,12271 Capital Blvd,27587,35.9819805,-78.5390374,$,+19195542564,"icecream,hotdogs"
Leesville Kicks 66,FALSE,3.0,2,11700 New Leesville Blvd,27613,35.92133,-78.74136,$,+19198447606,convenience
First Friday Flix,FALSE,5.0,1,405 S Brooks St.,27587,35.9748341348005,-78.5090202334993,NA,NA,theater
Wake Forest Renaissance Centre,FALSE,5.0,1,405 S Brooks St,27587,35.9749132643266,-78.5083870016151,NA,+19194359458,culturalcenter
Pizza Hut,FALSE,1.0,2,"6109 Rock Quarry Rd., Suite 120",27610,35.7244301,-78.5481873,NA,+19193290292,"pizza,italian,chicken_wings"
Pizza Hut,FALSE,1.5,13,1805 Aversboro Rd,27529,35.6858099,-78.61716,$$,+19197799200,"pizza,italian,chicken_wings"
Domino's Pizza,FALSE,4.0,5,735 Highway 70 West,27529,35.7118797,-78.6255341,$,+19197796600,"pizza,chicken_wings,sandwiches"
Little Caesar's Pizza,FALSE,3.0,2,203 Timber Dr,27529,35.6861351,-78.6060809,$,+19197727775,pizza
Domino's Pizza,FALSE,4.0,5,2658 S Saunders St,27603,35.74572,-78.64933,$$,+19198212330,"pizza,chicken_wings,sandwiches"
Ray's Pizza,FALSE,3.5,20,529 NC Hwy 42 W,27520,35.6409189806309,-78.4730511903763,$,+19195536243,pizza
Big Cheese Pizza,FALSE,2.5,7,11373 US 70 Bus Hwy W,27527,35.650013,-78.4695969,$,+19192431019,"italian,pizza"
Comfort Suites,FALSE,3.0,8,1309 Corporation Pkwy,27610,35.79786,-78.569249,$$,+19192126900,hotels
The Marq at Crabtree,FALSE,3.0,4,4451 Vilana Ridge,27612,35.8355012,-78.6787955,NA,+19193078789,apartments
The Fearrington House Restaurant,FALSE,4.5,65,Fearrington Village,27312,35.800713153005,-79.092359017018,$$$$,+19195422121,"newamerican,venues,cocktailbars"
Bailey's Fine Jewelry,FALSE,4.0,29,415 Daniels St,27605,35.7894998,-78.6612872,$$$$,+19198297337,"jewelry,watch_repair,giftshops"
The Burger Shop,FALSE,4.5,55,203 Wait Ave,27587,35.9788742,-78.5092773,$,+19195622333,burgers
Elmcroft of Northridge,FALSE,2.0,2,600 Newton Road,27615,35.87838,-78.63713,NA,+19198484906,retirement_homes
Greek Fiesta at Falls Pointe,FALSE,3.5,18,9660 Falls of Neuse Rd,27615,35.9054029306523,-78.6000603812542,$$,+19198488666,"greek,mediterranean"
Petra Grill,FALSE,4.0,32,6091 Capital Blvd,27616,35.8679352,-78.5821457,$,+19195994959,"mediterranean,greek"
Kabobi,FALSE,4.0,32,4325 Glenwood Ave,27612,35.8386154,-78.6751251,$,+19197830506,"mediterranean,persian"
Giardino Gourmet Salads,FALSE,4.5,6,821 Bass Pro Ln,27513,35.8307664,-78.7698833,$,+19846643030,"salad,wraps"
Carolina Railhawks,FALSE,4.0,5,101 Soccer Park Dr,27511,35.7902069,-78.7534561,NA,+19198595425,football
KFC,FALSE,1.0,1,6405 Falls Of Neuse Rd.,27615,35.8705,-78.6218,NA,+19198726902,"chicken_wings,hotdogs"
World Beer Festival,FALSE,4.0,15,Moore Sq,27601,35.7780169,-78.6367473,NA,NA,festivals
Los Po's,FALSE,4.0,12,7256 Gb Alford Hwy,27540,35.6350499515509,-78.8332540914416,$$,+19197627738,mexican
Chens Garden,FALSE,4.0,6,523 N Main St,27540,35.6588364,-78.8356247,$,+19195577363,chinese
China Inn,FALSE,3.0,5,630 E St,27312,35.7189407,-79.1667023,$,+19195450259,chinese
China Moon,FALSE,3.5,5,7949 Fayetteville Rd,27603,35.6652,-78.69734,$,+19196617778,chinese
Acme Food & Beverage Co,FALSE,4.0,329,110 E Main St,27510,35.910464,-79.070519,$$,+19199292263,"newamerican,breakfast_brunch"
Pittsboro Roadhouse & General Store,FALSE,3.5,96,39 West St,27312,35.7201690673828,-79.1780319213867,$$,+19195422432,"newamerican,musicvenues"
Devolve Moto,FALSE,5.0,20,304 Glenwood Ave,27603,35.78446,-78.64713,$$,+19198033257,"outdoorgear,cafes,fashion"
C Grace,FALSE,4.5,192,407 Glenwood Ave,27603,35.7854273219889,-78.6474707111075,$$,+19198993675,"jazzandblues,lounges,cocktailbars"
Moe's Southwest Grill,FALSE,3.5,40,6807-122 Fayetteville Rd,27713,35.9048471,-78.9355878,$,+19195446637,"mexican,tex-mex"
The Cosmic Cantina,FALSE,3.5,234,1920 Perry St,27705,36.00782,-78.92185,$,+19192861875,"hotdogs,mexican"
Jellybeans,FALSE,3.0,15,10701 Common Oaks Dr,27614,35.9414482,-78.5448608,NA,+19195622326,"skatingrinks,summer_camps"
Lowes Foods,FALSE,3.5,11,930 High House Rd,27513,35.78841,-78.82691,$$,+19194674441,"grocery,beer_and_wine,chicken_wings"
Havana Grill,FALSE,3.0,89,404 W Chatham St,27511,35.78703,-78.78845,$,+19194608662,cuban
KFC,FALSE,2.0,3,12313 Capital Blvd.,27587,35.9827,-78.5391,$,+19195569408,"hotdogs,chicken_wings"
KFC,FALSE,3.0,4,4040 Capital Blvd.,27604,35.8361,-78.5814,$,+19198725356,"hotdogs,chicken_wings"
KFC,FALSE,2.0,2,5434 Six Forks Rd,27609,35.8555,-78.6414,$,+19197815458,"hotdogs,chicken_wings"
KFC,FALSE,3.0,5,"7040 Highway 64, E.",27545,35.7979253861879,-78.4932906395855,NA,+19192664096,"hotdogs,chicken_wings"
KFC,FALSE,2.0,5,3408 Poole Road,27610,35.7683,-78.5799,$,+19192122504,"hotdogs,chicken_wings"
Chilango Tacos & Grill,FALSE,4.0,3,2259 New Hope Church Rd,27604,35.8340035020501,-78.6013801395893,$,+19193073672,mexican
Quality Plus Automotive Service,FALSE,5.0,12,1601 Heritage Commerce Ct,27587,35.9530075,-78.5159895,NA,+19194530345,"autorepair,tires"
Dunkin' Donuts,FALSE,1.5,21,1501 Werrington Dr,27540,35.637597,-78.830159,$,+19192850958,"donuts,coffee"
SiP Bistro,FALSE,3.5,115,128 Bass Lake Rd,27540,35.6539394,-78.8239091,$$,+19197627143,"cafes,wine_bars,modern_european"
Starbucks,FALSE,3.0,24,1380 N Main St,27526,35.5917892,-78.7752304,$$,+19195570533,coffee
NC Bagel Cafe & Deli,FALSE,3.0,27,3108 Grace Park Dr,27560,35.8208274,-78.8468489,$,+19194692777,"bagels,breakfast_brunch,coffee"
Bruegger's Bagels,FALSE,3.0,33,1800 E Franklin St,27514,35.936222,-79.025353,$,+19199295524,"bagels,breakfast_brunch,sandwiches"
Starbucks,FALSE,3.5,2,5277 Sunset Lake Rd,27540,35.6647682,-78.7961884,$,+19193633059,coffee
Panera Bread,FALSE,3.0,37,1001 Beaver Creek Commons Dr,27502,35.7444696423931,-78.8725674301713,$$,+19195890026,"sandwiches,salad,soup"
Quality Inn,FALSE,2.5,3,511 N Judd Pkwy NE,27526,35.590639,-78.780566,NA,+19195572009,hotels
Milano Pizza,FALSE,4.0,10,7509 Purfoy Rd,27526,35.591529800000004,-78.7731705,$,+19195576093,pizza
Cariokos Rotisserie Chicken,FALSE,4.5,17,1601-43 Cross Link Rd,27610,35.7551257345025,-78.6150889031105,$,+19197555727,"peruvian,hotdogs,latin"
Raleigh Brewing Company,FALSE,4.0,117,3709 Neil St,27607,35.7929612,-78.6861083,$,+19194009086,breweries
Insomnia Cookies,FALSE,3.5,43,2302 Hillsborough St,27607,35.7873833980481,-78.666128474996,$,+18776326654,"desserts,bakeries"
Fresca Cafe and Gelato,FALSE,3.5,144,302 Colonades Way,27518,35.7381390090746,-78.7778472879895,$,+19198518171,"coffee,cafes,gelato"
Yelp's Zombie Bash,FALSE,4.0,9,"3201 Village Market Pl,",27560,35.8070869,-78.8188171,NA,NA,yelpevents
Harvest Night's in the District,FALSE,3.5,3,3400 Village Market Pl,27560,35.807663,-78.8187332,NA,NA,yelpevents
DQ Grill & Chill,FALSE,3.0,17,1008 Morrisville Carpenter Rd,27560,35.8196529126858,-78.8448379301913,$,+19194676753,"hotdogs,icecream,sandwiches"
Microtel Inn & Suites by Wyndham Raleigh,FALSE,1.5,19,1209 Plainview Drive,27610,35.7964287,-78.5761795,$$,+18885951878,hotels
Wakefield Wine Cellar,FALSE,3.5,23,13600 New Falls Of Neuse Rd,27614,35.9432205,-78.5574875,$$,+19195565725,"wine_bars,tradamerican,tapas"
Brooks Brothers,FALSE,3.0,10,4325 Glenwood Avenue,27612,35.8386154,-78.6751251,$$$$,+19197839050,"menscloth,womenscloth"
Bed Bath & Beyond,FALSE,3.5,11,9521 Strickland Rd,27615,35.89932,-78.65461,$$,+19198468445,homeandgarden
Bb&t,FALSE,3.5,2,1806 Hillsborough St,27605,35.7859688,-78.6610107,NA,+19197169665,banks
Bed Bath & Beyond,FALSE,4.0,12,5959 Triangle Town Blvd,27616,35.8628322801497,-78.5777093097568,$$,+19197929060,kitchenandbath
Bb&t,FALSE,5.0,1,3200 Beechleaf Ct,27604,35.8212395,-78.6083603,NA,+19194245559,banks
Boulted Bread,FALSE,5.0,121,614 W South St,27603,35.7725625656634,-78.6487344662689,$,+19199993984,"bakeries,coffee"
Bb&t,FALSE,3.0,1,611 Oberlin Rd,27605,35.7921791,-78.6631927,NA,+19197169525,banks
Best Buy,FALSE,3.0,34,4325 Glenwood Ave,27612,35.837791528889,-78.675952843785,$$,+19197824323,"computers,appliances,electronics"
Colonial Grand at Trinity Commons,FALSE,1.0,4,1140 Trinity Pine Ln,27607,35.7953897,-78.730728,NA,+19192337475,apartments
Kanki,FALSE,3.0,55,North Market Square,27609,35.8423251,-78.6104031,$$,+19198764157,"japanese,sushi"
Taqueria El Taquito De Oro,FALSE,4.0,2,401 Chapanoke Rd,27603,35.73516,-78.6518,NA,NA,"mexican,foodtrucks"
Greenlight Bar,FALSE,4.0,41,108 1/2 E Hargett St,27603,35.7780773,-78.6378312,$$,+19196995256,cocktailbars
StarBar,FALSE,3.0,22,1731 Trawick Rd,27604,35.8006897,-78.578331,$$,+19192313535,"lounges,soulfood,caribbean"
Holly Springs Eye Associates,FALSE,4.5,13,608 Holly Springs Rd,27540,35.6546555,-78.8263474,NA,+19195773937,"optometrists,professional,laserlasikeyes"
Waffle House,FALSE,3.5,26,3909 Hillsborough St,27607,35.79444,-78.69054,$,+19198331247,"breakfast_brunch,diners,tradamerican"
Waffle House,FALSE,2.5,16,2237 Avent Ferry Rd,27606,35.77745,-78.67801,$,+19198564789,"breakfast_brunch,tradamerican,diners"
Zest Café and Home Art,FALSE,4.0,61,8831 Six Forks Rd,27615,35.9005839,-78.6522649,$$,+19198484792,"breakfast_brunch,cafes"
Patti's Cafe,FALSE,4.0,4,8300 Health Park,27615,35.8959084,-78.6591034,$,+19198038703,"coffee,gourmet"
Big Ed's North,FALSE,4.0,65,5009 Falls Of Neuse Rd,27609,35.849961,-78.6147149,$,+19197479533,southern
Jamaican Grille,FALSE,4.0,43,5500 Atlantic Springs Rd,27616,35.8575211,-78.5966873,$,+19198730200,caribbean
The Chocolate Boutique,FALSE,4.5,37,8480 Honeycutt Rd,27615,35.8960915,-78.6224823,$$,+19193220960,"chocolate,coffee"
Brigs Great Beginnings,FALSE,3.5,85,8111 Creedmoor Rd,27613,35.8993645759106,-78.6817919547005,$$,+19198700994,"breakfast_brunch,sandwiches"
Moe's Southwest Grill,FALSE,3.0,24,280 Meeting St,27511,35.7564676955394,-78.7444214021823,$,+19198541111,"mexican,tex-mex"
Guglhupf Bakery & Patisserie,FALSE,4.0,666,2706 Durham-Chapel Hill Blvd,27707,35.9744816811214,-78.932336731708,$$,+19194012600,"bakeries,german,cafes"
El Cuscatleco,FALSE,4.0,9,1383 SE Maynard Rd,27511,35.78877,-78.76448,NA,+19194015245,"salvadoran,mexican"
El Cuscatleco,FALSE,4.0,104,4212 Garrett Rd,27707,35.96026,-78.97639,$,+19196502706,"mexican,salvadoran"
Dos Perros,FALSE,3.5,276,200 N Mangum St,27701,35.9957448,-78.8999616,$$,+19199562750,mexican
La Vaquita II,FALSE,4.0,55,3409 Hillsborough Rd,27705,36.0192348,-78.9463766,$,+19193838828,mexican
El Patron Mexican Grill,FALSE,3.5,22,3438 Hillsborough St,27705,36.0201324,-78.9474148,$,+19199379971,mexican
Costa Azul Restaurant & Bar,FALSE,3.5,10,3218 Guess Rd,27705,36.0371326015856,-78.9285250680018,$$,+19196200971,"mexican,latin"
Kilwin's Chocolates & Ice Cream,FALSE,4.5,42,2004 Boulderstone Way,27519,35.7914388,-78.8484046,$$,+19194639360,"chocolate,icecream"
Rise Biscuits & Donuts,FALSE,4.5,500,8200 Renaissance Pkwy,27713,35.903979801965,-78.9543714044709,$,+19192482992,"donuts,breakfast_brunch"
The Parlour,FALSE,4.5,307,117 Market St,27701,35.9966701925854,-78.9021915539673,$,+19195647999,icecream
Cocoa Cinnamon,FALSE,4.5,330,420 W Geer St,27701,36.0039444224432,-78.9011263847351,$$,NA,coffee
Crepe Traditions,FALSE,3.5,17,141 Park At N Hills St,27609,35.8374,-78.63884,$,+19199773425,"creperies,coffee,breakfast_brunch"
The Q Shack,FALSE,3.0,70,4120- 135 Main at North Hills St,27609,35.836578,-78.642753,$$,+19197864381,bbq
Starbucks,FALSE,2.5,5,750 W Williams St,27502,35.7375069,-78.863884,$$,+19193623782,coffee
Frank Theatres CineBowl & Grille,FALSE,3.0,149,1140 Parkside Main St,27519,35.8486163,-78.8893239,$$,+19194597117,"tradamerican,bowling,movietheaters"
The Streets at Southpoint,FALSE,4.0,100,6910 Fayetteville Rd,27713,35.90416,-78.9404799,$$,+19195728800,shoppingcenters
Duke University Center for Documentary Studies,FALSE,4.5,3,1317 W Pettigrew St,27709,36.00412,-78.91812,$$,+19196603663,"galleries,collegeuniv"
Speedway,FALSE,1.0,1,4020 Jones Sausage Rd,27529,35.7255461627833,-78.5813034698367,NA,+19196624020,"servicestations,convenience"
Speedway,FALSE,1.0,1,4541 Jones Sausage Rd,27529,35.7206042193646,-78.5859822481871,NA,+19197793409,servicestations
Comfort Inn,FALSE,5.0,1,126 Cleveland Crossing Dr,27529,35.606699,-78.56155,$$,+19197731110,hotels
Frugal's Speedway,FALSE,1.0,1,11 S Main St,27525,36.1031799,-78.4568863,NA,+19194941600,
Sheetz,FALSE,4.5,8,1671 NC Hwy 42 W,27520,35.6468328,-78.4127728,NA,+19195508903,servicestations
HighCraft  Beer Market,FALSE,4.5,13,2716 NC Hwy 55,27519,35.7849092,-78.8710491,$$,+19192676593,"beer_and_wine,pubs"
TapLine Growler,FALSE,4.0,6,1110 Kentworth Dr,27540,35.6387079359182,-78.8311055824648,$,+19197627329,beergardens
Chanello's Pizza,FALSE,3.5,9,3608 Benson Rd,27529,35.6315164530783,-78.6119675884047,$$,+19197711000,pizza
Common Grounds Coffee House & Desserts,FALSE,4.5,47,219 N Salem St,27502,35.73220169538,-78.850702960433,$,+19193870873,"coffee,icecream,juicebars"
Frameworks Gallery & Frame Design,FALSE,2.5,2,1520 Dixie Trl,27607,35.80957,-78.67739,$$$$,+19197813118,"galleries,framing,photographystores"
Pilot Lions Club,FALSE,5.0,1,50 Pilot Bypass,27597,35.88905,-78.26681,NA,+19194044906,localservices
Food Lion,FALSE,2.0,2,2720 Lake Wheeler Rd,27603,35.7440491,-78.6803436,$,+19197553855,grocery
Mi Rancho,FALSE,3.5,17,2549 S Saunders St,27603,35.74908,-78.6482599,$$,+19198360807,mexican
Krispy Kreme,FALSE,3.0,10,728 Judd Pkwy,27526,35.5935424583127,-78.7789195775986,$,+19195679827,donuts
Dunkin' Donuts,FALSE,1.5,8,1005 Werrington Dr,27540,35.6372173129991,-78.8302415123209,$,+19192850058,"donuts,coffee"
Wilco Hess,FALSE,4.5,2,100 Broad St & Wake Chapel,27526,35.5982730361339,-78.8004992723057,NA,NA,servicestations
Subway,FALSE,4.0,3,1373 Kildaire Farm Rd,27511,35.7594916,-78.7830851,$,+19194671898,"hotdogs,sandwiches"
Charley's Philly Steaks,FALSE,4.0,3,1105 Walnut St,27511,35.7737050657132,-78.7574411183596,$,NA,"cheesesteaks,sandwiches"
Subway,FALSE,3.5,3,2444 SW Cary Pkwy,27513,35.7637114,-78.8223762,$,+19194673898,"hotdogs,sandwiches"
Jersey Mike's Subs,FALSE,3.5,5,280 Meeting Street,27518,35.7566599,-78.74479,$$,+19192330036,"sandwiches,hotdogs,delis"
MoJo's Grill,FALSE,5.0,1,9101 Fayetteville Rd,27603,35.6515949,-78.704778,NA,+19196621115,"chicken_wings,sandwiches"
Yelp's Arabian Night a Kickoff to DTR Restaurant Week,FALSE,5.0,8,309 N Dawson St,27603,35.7845589,-78.6435433,NA,NA,yelpevents
Cornerstone Tavern,FALSE,3.0,42,603 Glenwood Ave,27603,35.78749,-78.64749,$$,+19198095560,bars
214 Martin Street,FALSE,4.0,4,214 Martin St,27601,35.773993,-78.63276,NA,+19198445959,venues
Trivia Taxi,FALSE,4.5,19,1916 Bernard St,27600,35.8075853,-78.630869,NA,+19197713377,"taxis,triviahosts"
Paint Savvy,FALSE,4.5,3,,27705,36.016978,-78.949628,NA,+19194087771,facepainting
Sea Depot,FALSE,4.0,20,750 E Chatham St,27511,35.791643961839,-78.764249799835,$,+19194698889,seafoodmarkets
Champion's Bars & More,FALSE,3.0,3,5563 Western Blvd,27606,35.7841187,-78.7205124,$,+19196152647,"poolhalls,karaoke"
Grill 57,FALSE,3.0,24,4202 Fayetteville Rd,27603,35.7225914,-78.6532898,$,+19197795757,"burgers,hotdog"
Slim's Downtown Distillery,FALSE,4.0,22,227 S Wilmington St,27601,35.7773899,-78.63795,$,+19198336557,"divebars,musicvenues"
Hitto Salon,FALSE,4.0,32,120B Maynard Crossings Ct,27513,35.78673,-78.8105999,$$,+19198547799,hair
Wingate By Wyndham,FALSE,3.5,16,2610 Westinghouse Blvd.,27604,35.8162804,-78.5970612,$$,+18885953511,hotels
Hilton Garden Inn,FALSE,3.5,10,6412 Capital Blvd,27616,35.8720894,-78.5781403,$$,+19198765650,hotels
CycleBar Brier Creek,FALSE,4.5,9,8741 Brier Creek Pkwy,27617,35.90279,-78.788,NA,+19194461632,cyclingclasses
Wayback Burgers,FALSE,3.5,70,4104 Surles Ct,27703,35.86791,-78.84927,$,+19194749922,burgers
Wendy's,FALSE,3.5,14,1000 Aerial Center Pkwy,27560,35.85877,-78.81734,$,+19194813650,"burgers,hotdogs"
Burger King,FALSE,2.5,8,5630 S Miami Blvd,27703,35.8772163,-78.8511353,$,+19199419197,"burgers,hotdogs"
Panda House Chinese Restaurant,FALSE,4.5,8,1462 Garner Station Blvd,27603,35.7250249,-78.6538376,$,+19197793588,chinese
Assaggio's Pizzeria & Ristorante,FALSE,3.5,34,941 E Broad St,27526,35.59251,-78.7832655,$,+19195579505,pizza
St John's Metropolitan Community Church,FALSE,5.0,1,622 Maywood Ave,27603,35.76149,-78.65604,NA,+19198342611,churches
Blue Ridge Dental Care,FALSE,4.5,3,2801 Blue Ridge Rd,27607,35.8189507,-78.7056198,NA,+19197813862,generaldentistry
Providence Baptist Church,FALSE,4.0,5,6339 Glenwood Ave,27612,35.8570709,-78.706543,NA,+19193263000,churches
La Quinta Inn & Suites Raleigh Durham Airport S,FALSE,3.0,6,1001 Aerial Center Pkwy,27560,35.8585164,-78.8164833,$,+19194813600,hotels
La Quinta Inn & Suites Durham Research Triangle Pk,FALSE,3.0,23,1910 Westpark Dr,27713,35.9071969080815,-78.8917922973633,$$,+19194841422,hotels
La Quinta Inn & Suites Raleigh Cary,FALSE,3.0,13,191 Crescent Commons,27518,35.735396,-78.78365,$$,+19198512850,hotels
La Quinta Inn & Suites Durham Chapel Hill,FALSE,3.5,18,4414 Durham Chapel Hill Blvd,27707,35.964987,-78.972342,$$,+19194019660,hotels
R J's Place,FALSE,2.5,8,712 N Main St,27526,35.5912285,-78.7909622,$,+19195525152,hotdogs
Smokin J's BBQ Food Truck,FALSE,5.0,1,800 Nakina Dr,27526,35.5842036104059,-78.8163028657436,NA,+19198891993,"streetvendors,catering,bbq"
CupCakeBite,FALSE,3.5,42,512 Broad St,27526,35.5932846,-78.7946014,$,+19195574300,"bakeries,gluten_free"
J & L Professional Window Cleaning,FALSE,5.0,1,,27603,35.7127691547455,-78.6587273386231,NA,+19198890733,"windowwashing,pressurewashers,gutterservices"
360 Elite Entertainment,FALSE,5.0,1,13200 Strickland Rd,27613,35.7795897,-78.6381787,NA,+19199992149,"djs,eventplanning"
