OBJECTID,HSISID,Score,Date,Description,Type
15260,04092021511,99.5,2013-09-25T00:00:00.000Z,,Inspection
15261,04092021511,99,2014-02-24T00:00:00.000Z,,Inspection
15262,04092021511,100,2014-10-16T00:00:00.000Z,,Inspection
15263,04092021511,98.5,2015-03-02T00:00:00.000Z,,Inspection
15264,04092021511,99,2015-07-13T00:00:00.000Z,,Inspection
15265,04092021511,99,2016-01-19T00:00:00.000Z,,Inspection
15266,04092014392,97,2014-08-15T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15267,04092014392,97,2015-07-24T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15268,04092014392,95,2016-05-11T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15269,04092016598,83,2014-02-06T00:00:00.000Z,DO NOT OBSTRUCT OR REMOVE GRADE CARD.  CONTACT THOMAS JUMALON AT 919-856-7420 WHEN READY FOR REINSPECTION.,Inspection
15270,04092016598,90.5,2014-02-26T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL DUE COMPLETED JULY 05, 2014",Re-Inspection
15271,04092016598,95,2014-06-26T00:00:00.000Z,"TRANSITIONAL COMPLETED....THERE ARE TWO BUFFET UNITS, A THIRD UNIT, A HOT WELL, IS IN THE STORAGE ROOM AND SHALL NOT BE USED UNTIL THE SIDE SNEEZGUARDS ARE PROVIDED AS WELL AS LONGER FRONT HORIZANTAL COVERS. RECOMMEND REMOVING UNIT FROM THE ESTABLISHMENT",Inspection
15272,04092110483,100,2013-09-16T00:00:00.000Z,,Inspection
15273,04092110483,98.5,2014-03-21T00:00:00.000Z,,Inspection
15274,04092110483,99,2014-09-23T00:00:00.000Z,,Inspection
15275,04092110483,100,2015-01-27T00:00:00.000Z,,Inspection
15276,04092110483,100,2015-05-05T00:00:00.000Z,,Inspection
15277,04092016740,93,2014-10-17T00:00:00.000Z,Keep utensils and food product away from  counter area near splash of hand wash sink. Food preparation staff should wear hair restraints. A stem thermometer is needed to check food product temperatures.,Inspection
15278,04092016740,97.5,2015-06-02T00:00:00.000Z,,Inspection
15279,04092016740,96,2015-10-22T00:00:00.000Z,,Inspection
15280,04092016740,96.5,2016-02-10T00:00:00.000Z,,Inspection
15281,04092440307,95.5,2014-11-13T00:00:00.000Z,7. (B) There was storage on the floor in some of the classrooms. All storage must be kept at least 15 inches above the floor or otherwise arranged to allow cleaning of the floor.,Inspection
15282,04092015682,96,2012-12-31T00:00:00.000Z,,Inspection
15283,04092015682,96,2013-11-26T00:00:00.000Z,"new rules information, go to www.wakegov.com/food
Follow-Up: 12/06/2013",Inspection
15284,04092015682,96.5,2014-06-10T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15285,04092015682,97.5,2013-06-26T00:00:00.000Z,To view all the new rules go the the following website:www.wakegov.com./food.,Inspection
15286,04092015682,97,2014-12-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15287,04092015682,96,2015-05-26T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15288,04092015682,96,2015-12-10T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15289,04092015682,94,2016-06-08T00:00:00.000Z,"for more information, go to www.wakegov.com/food
email the 10 days of logs for review to fbreedlove@wakegov.com or Johanna.hill@wakegov.com
Follow-Up: 06/17/2016",Inspection
15290,04092016451,99,2013-07-31T00:00:00.000Z,Initial inspection of facility under the new NC FDA Food Code Rules.,Inspection
15291,04092016451,98.5,2014-07-31T00:00:00.000Z,Store pizza pans away from hand wash sinks.,Inspection
15292,04092016451,98.5,2015-02-27T00:00:00.000Z,,Inspection
15293,04092016451,99,2015-07-24T00:00:00.000Z,,Inspection
15294,04092016451,96.5,2015-12-31T00:00:00.000Z,,Inspection
15295,04092016451,97,2016-02-12T00:00:00.000Z,Nonfunctional prep. cooler identified in prior inspection has been replaced with a new properly functioning prep. cooler.,Inspection
15296,04092016987,95,2015-08-25T00:00:00.000Z,,Inspection
15297,04092016987,97.5,2016-01-15T00:00:00.000Z,,Inspection
15298,04092014316,98,2014-12-30T00:00:00.000Z,,Inspection
15299,04092014316,98.5,2015-10-30T00:00:00.000Z,,Inspection
15300,04092014316,98,2016-02-24T00:00:00.000Z,,Inspection
15301,04092014316,99.5,2016-06-20T00:00:00.000Z,,Inspection
15302,04092021334,100,2013-09-26T00:00:00.000Z,,Inspection
15303,04092021334,98.5,2014-06-19T00:00:00.000Z,,Inspection
15304,04092021334,98.5,2015-02-12T00:00:00.000Z,,Inspection
15305,04092021334,97.5,2015-09-22T00:00:00.000Z,,Inspection
15306,04092021334,99,2016-02-25T00:00:00.000Z,,Inspection
15307,04092021334,99,2016-07-18T00:00:00.000Z,,Inspection
15308,04092015619,97,2013-01-22T00:00:00.000Z,,Inspection
15309,04092015619,96.5,2013-10-03T00:00:00.000Z,"new rules information, go to www.wakegov.com/food
Follow-Up: 10/11/2013",Inspection
15310,04092015619,95.5,2014-04-23T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15311,04092015619,96,2015-02-11T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15312,04092015619,94,2016-02-11T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15313,04092015361,96,2012-10-15T00:00:00.000Z,Go to the following website for all new forms www.wakegov.com/food,Inspection
15314,04092015361,98,2014-02-18T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15315,04092015361,97.5,2013-06-03T00:00:00.000Z,To view all new rules go to the following website:www.wakegov.com/food,Inspection
15316,04092015361,97,2014-10-16T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15317,04092015361,96.5,2015-05-27T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15318,04092015361,96.5,2016-01-15T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15319,04092016343,99,2016-09-15T00:00:00.000Z,,Inspection
15320,04092015091,94,2013-07-26T00:00:00.000Z,,Inspection
15321,04092015091,97,2014-07-24T00:00:00.000Z,"You have most of the info for a good Employee health policy, you just need a good place to put it all together. Label the file or binder ""Employee Health Policy"" .  Keep the ""Bruegger's Bagels Employee Health Policy"", ""Check list for employee health verification"" , Decision guide/flow chart and the ""Employee Health and Personal Hygiene Handbook"" in a file or ring binder with your 1-B forms.    Put up the poster I provided so employees can see.  Keep the forms on site so they can be viewed during future inspections.",Inspection
15322,04092015091,97,2015-02-24T00:00:00.000Z,,Inspection
15323,04092015091,95.5,2016-10-20T00:00:00.000Z,,Inspection
15324,04092160054,98,2016-08-24T00:00:00.000Z,,Inspection
15325,04092017302,99,2016-09-13T00:00:00.000Z,,Inspection
15326,04092300265,98,2014-06-09T00:00:00.000Z,,Inspection
15327,04092017261,95.5,2016-09-28T00:00:00.000Z,,Inspection
15328,04092140583,100,2015-09-10T00:00:00.000Z,"BECAUSE OF THE PROXIMATY OF THE HANDSINK TO THE 2 COMPARTMENT DISH SINK, THE RIGHT BASIN OF THE SINK SHOULD BE DESIGNATED AS THE ""DIRTY"" BASIN, ONLY DISHES BEING CLEANED OR WAITING TO BE CLEANED SHOULD BE IN THIS AREA.  THE LEFT BASIN SHOULD BE DESIGNATED AS THE ""CLEAN"" BASIN AND SHOULD ONLY BE USED FOR SANITIZING CLEAN UTENSILS AND EQUIPMENT.  CLEAN UTENSILS MAY NOT BE AIR DRIED OR STORED ON THE COUNTER IN THE AREA BETWEEN THE HANDSINK AND THE DISH SINK.  CLEAN ITEMS SHOULD BE AIR DRIED AFTER WASHING AND SANITIZING ON A CLEAN COUNTER OR CART IN AN AREA WHERE THEY ARE PROTECTED FROM CONTAMINATION.  IF THE 2 COMPARMENT SINK IS ENEDED FOR FOOD PREPARATION, SUCH AS THAWING FROZEN FOODS, A SPLASHGUARD MUST BE INSTALLED BETWEEN THE 2 COMPARTMENT SINK AND THE HANDSINK.  ALSO, THE 2 COMPARTMENT SINK MUST BE THOROUGHLY CLEANED AND SANITIZED BETWEEN USE FOR DIS WASHING AND USE FOR FOOD PREPARATION.",Inspection
15329,04092016634,98.5,2014-03-18T00:00:00.000Z,,Inspection
15330,04092016634,96,2014-05-20T00:00:00.000Z,,Inspection
15331,04092016634,94,2014-09-15T00:00:00.000Z,,Inspection
15332,04092016634,95,2015-01-20T00:00:00.000Z,,Inspection
15333,04092016634,96,2015-06-01T00:00:00.000Z,,Inspection
15334,04092014962,95.5,2013-03-05T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
15335,04092014962,94.5,2014-03-10T00:00:00.000Z,,Inspection
15336,04092014962,93,2015-04-08T00:00:00.000Z,,Inspection
15337,04092014962,95.5,2016-04-19T00:00:00.000Z,,Inspection
15338,04092014790,97,2016-06-17T00:00:00.000Z,,Inspection
15339,04092014724,95.5,2013-01-29T00:00:00.000Z,"new rules information, go to www.wakegov.com/food
22.  There was no paperwork for a Time approval/agreement for lettuce.  Need one in order to keep lettuce out at room temperature.  
52.  Keep the outside dumpster closed when not in use.",Inspection
15340,04092014259,98,2015-06-08T00:00:00.000Z,Inspection made with the manager Rick.,Inspection
15341,04092014259,97.5,2015-10-28T00:00:00.000Z,Inspection made with owner Steven.,Inspection
15342,04092014259,97.5,2016-05-24T00:00:00.000Z,Inspection made with the owner Steven.,Inspection
15343,04092021295,99.5,2013-08-30T00:00:00.000Z,,Inspection
15344,04092021295,99.5,2014-02-21T00:00:00.000Z,,Inspection
15345,04092021295,99,2014-07-03T00:00:00.000Z,,Inspection
15346,04092021295,99,2015-03-02T00:00:00.000Z,,Inspection
15347,04092014137,95,2014-10-29T00:00:00.000Z,Inspection made with inspector Laura McNeill and manager Fernando.,Inspection
15348,04092014361,89.5,2014-03-27T00:00:00.000Z,Follow-Up: 04/06/2014,Inspection
15349,04092014361,94,2014-04-14T00:00:00.000Z,,Re-Inspection
15350,04092021348,99,2016-08-18T00:00:00.000Z,Still looks good.,Inspection
15351,04092021343,96.5,2016-08-09T00:00:00.000Z,Inspection made with the market employee Thomas. Both markets have been combined into one operation permit.,Inspection
15352,04092021351,96,2016-08-05T00:00:00.000Z,"Inspection made with the manager Felicia and meat cutter Santana. Inspector will return to check date marking. Date marking must be properly done during the next visit or an intent to suspend the operation permit must be issued.
Follow-Up: 08/15/2016",Inspection
15353,04092110154,98,2013-11-19T00:00:00.000Z,,Inspection
15354,04092110154,98.5,2014-02-19T00:00:00.000Z,,Inspection
15355,04092110154,97.5,2014-06-06T00:00:00.000Z,,Inspection
15356,04092110154,98.5,2014-09-24T00:00:00.000Z,,Inspection
15357,04092110154,96,2015-02-03T00:00:00.000Z,Follow-Up: 02/13/2015,Inspection
15358,04092110154,98,2015-05-28T00:00:00.000Z,,Inspection
15359,04092110154,97,2015-09-10T00:00:00.000Z,Follow-Up: 09/20/2015,Inspection
15360,04092110154,99.5,2015-11-23T00:00:00.000Z,,Inspection
15361,04092110154,99,2016-03-15T00:00:00.000Z,,Inspection
15362,04092013959,96.5,2015-09-22T00:00:00.000Z,Inspection made with the person in charge MaryAnn.,Inspection
15363,04092013959,96,2016-03-08T00:00:00.000Z,Inspection made with the manager Kevin.,Inspection
15364,04092021322,98,2016-07-26T00:00:00.000Z,,Inspection
15365,04092021327,97.5,2014-10-03T00:00:00.000Z,,Inspection
15366,04092015333,98.5,2012-12-12T00:00:00.000Z,Repair and replace damaged kitchen floor tile. Repair nonfunctional commode in women's restroom.,Inspection
15367,04092021415,96,2014-05-14T00:00:00.000Z,,Inspection
15368,04092040178,99,2013-08-29T00:00:00.000Z,,Inspection
15369,04092040178,98,2015-01-20T00:00:00.000Z,,Inspection
15370,04092040178,98,2015-04-30T00:00:00.000Z,,Inspection
15371,04092040178,95,2015-10-22T00:00:00.000Z,,Inspection
15372,04092040178,98,2016-02-16T00:00:00.000Z,,Inspection
15373,04092015430,97,2012-11-07T00:00:00.000Z,,Inspection
15374,04092015430,98,2013-05-30T00:00:00.000Z,,Inspection
15375,04092015676,97,2015-09-16T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15376,04092016644,97,2014-05-14T00:00:00.000Z,,Inspection
15377,04092021797,97,2016-06-28T00:00:00.000Z,Sanitizer in spray bottle is too strong. Quat sanitizer should measure from 200-400 ppm. Please dilute to this range.,Inspection
15378,04092017038,90.5,2015-12-21T00:00:00.000Z,"THIN UTNESILS OUT...TOO MUCH ""STUFF"" IS CROWDING GOOD HABITS.  TRANSITIONAL DUE COMPLETE BY ARIL 18, 2106",Inspection
15379,04092021775,92.5,2014-02-06T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL PERMIT CONSTRUCTION REQUIREMENTS DUE COMPLETED ON OR BEFORE JULY 02, 2014.",Inspection
15380,04092021775,90.5,2014-06-26T00:00:00.000Z,,Inspection
15381,04092016413,97,2013-09-05T00:00:00.000Z,"I will follow up on the glass washer at the bar on Thursday Sept 12 be sure it is sanitizing in  the proper range of 50-200 parts per million chlorine.
Follow-Up: 09/12/2013",Inspection
15382,04092016413,95,2014-01-30T00:00:00.000Z,,Inspection
15383,04092016413,90,2014-05-29T00:00:00.000Z,"Much improvement is needed to maintain an ""A"" grade. Repeat violations could result in a ""B"" or lower grade as full credit may be deducted for repeat items and half credit for any new items. .... The glass washer at the bar must be serviced so it will sanitize correctly and leave a chlorine residual of 50-200 ppm chlorine on the glass surface.  Be sure to fix both hand sinks that not working properly.  I will follow up on the glass washer and the hand sinks on Friday June 6, be sure the hand sinks and the glass washer are working correctly.
Follow-Up: 06/06/2014",Inspection
15384,04092015211,95.5,2013-09-12T00:00:00.000Z,"NEHA training book used for new employee online training containers material that meets requirements of the new employee health policy requirements, however, this information must be reviewed annually for existing employees. Recommend using reminder signage and/or refresher training periodically.",Inspection
15385,04092015211,97,2014-03-31T00:00:00.000Z,,Inspection
15386,04092015211,97,2015-03-20T00:00:00.000Z,,Inspection
15387,04092015211,95,2015-09-29T00:00:00.000Z,,Inspection
15388,04092015211,97.5,2016-03-24T00:00:00.000Z,,Inspection
15389,04092016272,97,2012-10-25T00:00:00.000Z,"This facility is permitted as a drinkstand and may not prepare any food. Pre-packaged foods such as pretzels, chips, etc may be served. During today's inspection, opened salsa and shredded cheese were found in a cooler. If customers/guests bring in food for a party or special event, the food should be sent home with the guests or discarded.",Inspection
15390,04092110494,100,2013-10-04T00:00:00.000Z,,Inspection
15391,04092110494,100,2014-04-16T00:00:00.000Z,,Inspection
15392,04092110494,99,2014-10-17T00:00:00.000Z,,Inspection
15393,04092110494,99.5,2015-04-06T00:00:00.000Z,,Inspection
15394,04092014364,95.5,2016-02-25T00:00:00.000Z,Facility cleaning has improved drastically since last inspection. Air-drying procedures are excellent. Focus on hot holding temperature compliance.,Inspection
15395,04092014364,97,2016-06-06T00:00:00.000Z,Thank you for making facility repairs on the floor and mop sink area ceiling! Gave updated employee health policy form 1-B.,Inspection
15396,04092021342,95,2013-07-22T00:00:00.000Z,Follow-Up: 08/01/2013,Inspection
15397,04092021342,95.5,2013-12-30T00:00:00.000Z,,Inspection
15398,04092021342,93,2014-03-31T00:00:00.000Z,Follow-Up: 04/10/2014,Inspection
15399,04092021342,95.5,2014-08-15T00:00:00.000Z,,Inspection
15400,04092021342,94,2014-11-19T00:00:00.000Z,,Inspection
15401,04092021342,94.5,2015-04-28T00:00:00.000Z,pH of sushi rice=3.85,Inspection
15402,04092021342,93.5,2015-08-13T00:00:00.000Z,,Inspection
15403,04092021342,91.5,2016-01-28T00:00:00.000Z,,Inspection
15404,04092014423,93.5,2013-09-30T00:00:00.000Z,,Inspection
15405,04092014423,93.5,2014-03-12T00:00:00.000Z,,Inspection
15406,04092014423,91,2015-03-27T00:00:00.000Z,,Inspection
15407,04092014423,95,2015-08-11T00:00:00.000Z,,Inspection
15408,04092014423,92,2016-01-12T00:00:00.000Z,,Inspection
15409,04092014434,90,2013-07-29T00:00:00.000Z,,Inspection
15410,04092014434,95,2014-02-04T00:00:00.000Z,,Inspection
15411,04092014434,91.5,2014-07-31T00:00:00.000Z,,Inspection
15412,04092014990,96,2015-06-25T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15413,04092014990,95,2015-12-18T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
15414,04092014542,99,2012-12-03T00:00:00.000Z,All new rules and forms can be seen at the following website www.wakegov.com/food.,Inspection
15415,04092014542,95.5,2013-12-13T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
15416,04092014542,96.5,2013-06-12T00:00:00.000Z,To view all the new rules go to the following website:www.wakegov.com/food.,Inspection
15417,04092440227,94.5,2013-10-10T00:00:00.000Z,Cleaning needed of walls in Second floor boy`s restroom.,Inspection
15418,04092440227,94.5,2014-09-17T00:00:00.000Z,,Inspection
15419,04092440227,93,2015-12-03T00:00:00.000Z,Cleaning needed of linoleum around room 1305 toilets.,Inspection
15420,04092021264,93,2015-07-22T00:00:00.000Z,"Hot dog machine broke this morning so no hot holding temps were taken today. Will check on this equipment during the verification visit.
Follow-Up: 08/04/2015",Inspection
15421,04092021264,93.5,2015-12-29T00:00:00.000Z,,Inspection
15422,04092021264,96.5,2016-07-08T00:00:00.000Z,,Inspection
15423,04092014041,93,2013-12-10T00:00:00.000Z,Follow-Up: 12/20/2013,Inspection
15424,04092014041,97.5,2016-08-09T00:00:00.000Z,,Inspection
15425,04092014036,96,2013-10-22T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
15426,04092014036,95,2014-10-22T00:00:00.000Z,,Inspection
15427,04092300217,99,2013-09-26T00:00:00.000Z,,Inspection
15428,04092300217,99,2013-12-12T00:00:00.000Z,,Inspection
15429,04092021204,97.5,2013-09-26T00:00:00.000Z,Follow-Up: 10/05/2013,Inspection
15430,04092021204,98,2013-12-12T00:00:00.000Z,,Inspection
15431,04092021204,94,2014-08-12T00:00:00.000Z,,Inspection
15432,04092021204,92.5,2015-01-09T00:00:00.000Z,,Inspection
15433,04092021204,95.5,2015-08-25T00:00:00.000Z,,Inspection
15434,04092021204,97,2015-11-23T00:00:00.000Z,,Inspection
15435,04092021204,93.5,2016-04-13T00:00:00.000Z,,Inspection
15436,04092013846,95,2015-09-28T00:00:00.000Z,,Inspection
15437,04092013846,91.5,2016-02-18T00:00:00.000Z,Follow-Up: 02/28/2016,Inspection
15438,04092013846,93,2016-07-06T00:00:00.000Z,Follow-Up: 07/16/2016,Inspection
15439,04092014288,94.5,2014-11-26T00:00:00.000Z,Follow-Up: 12/05/2014,Inspection
15440,04092014288,95,2015-02-25T00:00:00.000Z,Backflow preventers have been installed in all places required. Date marking was consistently in place. Time As A Public Health Control procedures were being properly implemented.,Inspection
15441,04092014288,96,2015-05-21T00:00:00.000Z,,Inspection
15442,04092014288,95.5,2015-08-17T00:00:00.000Z,Gave updated employee health policy 1-B.,Inspection
15443,04092014346,93,2013-01-28T00:00:00.000Z,Follow-Up: 02/07/2013,Inspection
15444,04092014368,98.5,2013-01-03T00:00:00.000Z,,Inspection
15445,04092014269,97,2013-12-19T00:00:00.000Z,,Inspection
15446,04092014269,94,2014-03-11T00:00:00.000Z,Follow-Up: 03/21/2014,Inspection
15447,04092014269,96,2014-11-26T00:00:00.000Z,,Inspection
15448,04092014269,93,2015-04-20T00:00:00.000Z,REHS will return Thursday 4/23/15 to ensure make line repaired and working properly.,Inspection
15449,04092014269,96,2016-01-14T00:00:00.000Z,,Inspection
15450,04092014271,92,2012-11-30T00:00:00.000Z,Follow-Up: 12/10/2012,Inspection
15451,04092016338,95.5,2013-02-05T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).",Inspection
15452,04092016338,96,2016-02-05T00:00:00.000Z,,Inspection
15453,04092016339,90,2016-01-04T00:00:00.000Z,,Inspection
15454,04092017171,99,2016-09-22T00:00:00.000Z,,Inspection
15455,04092015807,96.5,2013-11-06T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
15456,04092015807,97,2014-06-19T00:00:00.000Z,"Verification follow-up to be made to evaluate completion of Item #22 (time control procedures) by June 30, 2014...NOTE ABOUT BACKFLOW PREVENTION DEVICES FOR EQUIPMENT WATER SUPPLY LINES: 5-203.14 - The plumbing system must be protected from backflow of a solid, liquid or gas contaminant at each point of use on equipment in a food service establishment by installing an approved backflow prevention device (dual check valve) on supply lines. Did not observe water supply lines on coffee makers and ice machine...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link. 
Follow-Up: 06/30/2014",Inspection
15457,04092015387,97,2013-05-03T00:00:00.000Z,http://www.surveymonkey.com/s/wakefoodsignage,Inspection
15458,04092015387,97,2016-07-11T00:00:00.000Z,,Inspection
15459,04092014371,92,2013-01-31T00:00:00.000Z,Follow-Up: 02/10/2013,Inspection
15460,04092014434,85,2015-03-17T00:00:00.000Z,Call Andrea Anover at 919-796-8088 when ready for reinspection.,Inspection
15461,04092014434,91,2015-03-23T00:00:00.000Z,Label all prep sinks.,Re-Inspection
15462,04092014434,91.5,2015-07-30T00:00:00.000Z,,Inspection
15463,04092014434,91.5,2016-01-27T00:00:00.000Z,,Inspection
15464,04092014434,94.5,2016-02-16T00:00:00.000Z,,Inspection
15465,04092014447,92,2012-12-10T00:00:00.000Z,,Inspection
15466,04092014447,92,2013-06-03T00:00:00.000Z,"Verification visit to be made to evaluate Items #49 (5-203.14) and #26 (proper bottles for sanitizer solution). 
Follow-Up: 06/13/2013",Inspection
15467,04092300183,98,2012-10-04T00:00:00.000Z,,Inspection
15468,04092300183,98,2013-01-28T00:00:00.000Z,,Inspection
15469,04092300183,98,2013-05-03T00:00:00.000Z,"Comment about posted employee health policy in meat department: Today, noted on policy that when symptoms such as diarrhea, vomiting and jaundice are reported by an employee, they are only restricted from working (which, according to North Carolina Food Code Manual, means that they are only restricted in their job duties). When the symptoms mentioned above are reported, workers must be EXCLUDED from working, which means they cannot report to work at all. Adjust employee health policy to show this distinction.",Inspection
15470,04092300183,99,2015-03-26T00:00:00.000Z,,Inspection
15471,04092300183,97,2015-10-06T00:00:00.000Z,"Gave operator updated Employee Health Policy 1-B.
Follow-Up: 10/16/2015",Inspection
15472,04092300183,99.5,2016-03-22T00:00:00.000Z,"Gave updated Employee Health Policy Form 1-B, Exclusion Decision Chart, and Foodborne Illness Sign.",Inspection
15473,04092017148,98.5,2016-04-01T00:00:00.000Z,,Inspection
15474,04092016185,96.5,2012-10-26T00:00:00.000Z,,Inspection
15475,04092016185,97.5,2015-10-16T00:00:00.000Z,manager is doing a fantastic job of complying with the food code rules!!,Inspection
15476,04092016185,98,2016-03-24T00:00:00.000Z,,Inspection
15477,04092021817,96.5,2014-11-21T00:00:00.000Z,Follow-Up: 12/01/2014,Inspection
15478,04092021817,99.5,2015-04-01T00:00:00.000Z,,Inspection
15479,04092021817,99,2015-07-08T00:00:00.000Z,Gave updated Employee Health Policy 1-B.,Inspection
15480,04092021817,97,2016-06-15T00:00:00.000Z,"Gave updated Employee Health Policy Form 1-B, Exclusion Decision Chart, and Foodborne Illness Sign. Nothing potentially hazardous was being prepared today during the inspection.
Follow-Up: 06/23/2016",Inspection
15481,04092030284,97,2015-10-09T00:00:00.000Z,,Inspection
15482,04092030284,98.5,2016-03-09T00:00:00.000Z,,Inspection
15483,04092014382,92,2013-11-26T00:00:00.000Z,,Inspection
15484,04092014382,90.5,2014-07-08T00:00:00.000Z,"Be sure that before renovations occur on Baskin Robbins side of store proper permits have been pulled and plans submitted. 
Follow-Up: 07/18/2014",Inspection
15485,04092014382,91,2015-06-24T00:00:00.000Z,,Inspection
15486,04092014382,93,2016-01-21T00:00:00.000Z,"Keep all equipment, singe service items, and food protected when crew in facility at night doing replacement of ceiling tiles and installation of wall tiles.
Follow-Up: 01/31/2016",Inspection
15487,04092016123,95,2013-04-12T00:00:00.000Z,"Verification follow-up visit will be made for Items #8 and #14 on this report. 
Follow-Up: 04/17/2013",Inspection
15488,04092014949,96.5,2016-08-16T00:00:00.000Z,,Inspection
15489,04092440318,95,2016-08-18T00:00:00.000Z,in room 1413 one cabinet door handle is broken and need repair.,Inspection
15490,04092015448,93.5,2013-04-29T00:00:00.000Z,,Inspection
15491,04092014704,96,2013-01-02T00:00:00.000Z,,Inspection
15492,04092014704,95.5,2013-06-06T00:00:00.000Z,Follow-Up: 06/16/2013,Inspection
15493,04092021319,98,2012-12-12T00:00:00.000Z,CHEESE GRATER IN CHEESE STATION IS A SANTOS MODEL 698583. REHS WILL CHECK ON THIS PIECE OF EQUIPMENT TO SEE IF IT MEETS THE ANSI REQUIREMENT.,Inspection
15494,04092021319,97.5,2013-03-07T00:00:00.000Z,Follow-Up: 03/17/2013,Inspection
15495,04092021319,94.5,2013-06-12T00:00:00.000Z,,Inspection
15496,04092021318,97.5,2013-03-07T00:00:00.000Z,Follow-Up: 03/17/2013,Inspection
15497,04092300225,93,2016-11-03T00:00:00.000Z,Inspector contact info: Dimitri Parker (919)868-2562,Inspection
15498,04092021322,97.5,2012-12-12T00:00:00.000Z,,Inspection
15499,04092021322,97.5,2013-03-07T00:00:00.000Z,Follow-Up: 03/17/2013,Inspection
15500,04092021327,93.5,2013-01-25T00:00:00.000Z,,Inspection
15501,04092021327,98,2015-02-20T00:00:00.000Z,Please remember to clean slicer at least every 4 hours or as frequent as needed. For more information please visit www.wakegov.com,Inspection
15502,04092021327,98,2016-06-13T00:00:00.000Z,"Gave updated Employee Health Policy Form 1-B, Exclusion Decision Chart, and Foodborne Illness Sign.",Inspection
15503,04092016742,98,2014-10-02T00:00:00.000Z,"Verification visit to be made on Monday, October 6, 2014 to evaluate completion of Item #46 on this report...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.
Follow-Up: 10/06/2014",Inspection
15504,04092016742,90.5,2015-12-01T00:00:00.000Z,"DISCUSSION: To keep personal belongings away from food/beverages and clean food/beverage equipment/utensils, designate a secure place for employee belongings (jackets, purses, etc.) such as using lockers, etc...Verification visit to be made on Friday, December 11, 2015 to evaluate completion of Items #8, 21, 23, & 46. 
Follow-Up: 12/11/2015",Inspection
15505,04092016604,97.5,2014-03-21T00:00:00.000Z,,Inspection
15506,04092016604,98.5,2014-07-24T00:00:00.000Z,,Inspection
15507,04092016788,98,2015-06-30T00:00:00.000Z,"in the culinary teaching reach in refrigerator: make sure milk is date marked when first opened if it will be in the cooler more than 24 hours.
Follow-Up: 07/14/2015",Inspection
15508,04092015799,96,2015-11-12T00:00:00.000Z,,Inspection
15509,04092015799,93,2016-05-23T00:00:00.000Z,,Inspection
15510,04092014399,91.5,2014-09-03T00:00:00.000Z,"According to PIC, yogurt is now obtained from an approved commercial source and is not being made in the restaurant.",Inspection
15511,04092014399,80,2015-03-27T00:00:00.000Z,"Verification follow-up visit to be made on Wednesday, April 1, 2015, to evaluate completion of Items #21 and 46 on this report...To request a reinspection, contact Lucy Schrum at 919-868-2565. Do not move or obstruct the sanitation rating card.  
Follow-Up: 04/01/2015",Inspection
15512,04092440261,90.5,2015-04-15T00:00:00.000Z,,Inspection
