"","name","id","is_closed","rating","review_count","location.address1","location.zip_code","coordinates.latitude","coordinates.longitude","price","phone","categories"
"4574","College Hunks","college-hunks-raleigh",FALSE,4,33,"8810 Westgate Park Dr",27617,35.9041418,-78.7482996,NA,"19196480700","junkremovalandhauling,movers"
"4576","Carolina Comfort Air","carolina-comfort-air-clayton-2",FALSE,4,10,"5212 US Hwy",27520,35.585516,-78.402843,NA,"19195507711","hvac"
"4577","Tim McBrayer - Coldwell Banker","tim-mcbrayer-coldwell-banker-raleigh",FALSE,4.5,17,"5000 Falls of Neuse Rd",27609,35.84975,-78.6138299,NA,"19198459909","realestateagents"
"4578","Edgewood Custom Cabinetry","edgewood-custom-cabinetry-clayton",FALSE,5,1,"139 Uzzle Industrial Dr",27520,35.58887044,-78.38741899,NA,"19193397300","handyman,contractors"
"4579","Saber Exterminating","saber-exterminating-fuquay-varina",FALSE,5,1,"4995 Rawls Church Rd",27526,35.53605881,-78.81025828,NA,"19195570999","pest_control"
"4580","Black Dog Agency","black-dog-agency-raleigh-2",FALSE,5,3,"",27613,35.77409324,-78.65901947,NA,"19199612195","couriers"
"4581","Zepp Country Music","zepp-country-music-wendell",FALSE,5,1,"4 E 3rd St",27591,35.7807699,-78.36957,NA,"19193655189","musicalinstrumentsandteachers"
"4583","Designs By Donna","designs-by-donna-wendell",FALSE,2,5,"36 N Main St",27591,35.7823486,-78.3696365,NA,"19192667878","florists"
"4584","Ann Williams - Coldwell Baker HPW","ann-williams-coldwell-baker-hpw-raleigh",FALSE,5,1,"5000 Falls Of Neuse Rd",27609,35.84975,-78.6138299,NA,"19198094509","realestateagents"
"4585","LeafFilter of Raleigh","leaffilter-of-raleigh-morrisville",FALSE,3,2,"175 Southport Dr",27560,35.7962844,-78.8030933,NA,"18002906106","gutterservices"
"4586","Safe Streets USA - ADT Authorized Dealer","safe-streets-usa-adt-authorized-dealer-raleigh",FALSE,1,1,NA,27604,35.81798,-78.56751,NA,"18777312850","securitysystems"
"4587","Waffle House","waffle-house-knightdale",FALSE,2.5,4,"7605 Knightdale Blvd",27545,35.799881,-78.473499,"$","19192174112","breakfast_brunch,diners,tradamerican"
"4595","Circle K","circle-k-morrisville",FALSE,4.5,3,"4019 Davis Dr",27560,35.83713758,-78.85697434,NA,"19193808846","servicestations"
"4596","BP","bp-morrisville",FALSE,3.5,3,"3610 Davis Dr",27560,35.8231697,-78.8477783,NA,"19194637654","servicestations"
"4600","William's Gourmet Kitchen","williams-gourmet-kitchen-durham",FALSE,4,140,"2114 E Hwy 54",27713,35.90152,-78.89386,"$","19198060690","newamerican,breakfast_brunch"
"4601","Circle K","circle-k-cary",FALSE,4,2,"1001 Harrison Ave",27513,35.8029518,-78.7834778,NA,"19194675781","convenience"
"4602","Buffalo Wild Wings","buffalo-wild-wings-durham",FALSE,2.5,99,"6709 Fayetteville Road",27713,35.9056206,-78.9372025,"$$","19192064497","chicken_wings,sportsbars,tradamerican"
"4603","Tipsy for Chocolate Elite Event","tipsy-for-chocolate-elite-event-morrisville",FALSE,4,13,"3308 Village Market Pl",27560,35.8057989,-78.8149282,NA,NA,"yelpevents"
"4604","Hertz Rent A Car","hertz-rent-a-car-raleigh-4",FALSE,2.5,125,"1017 Rental Car Dr",27623,35.82114,-78.6427099,NA,"19198404875","carrental"
"4610","Arby's","arbys-raleigh-6",FALSE,3,7,"2601 Wake Forest Rd",27609,35.8184013,-78.6251297,"$","19198326885","hotdogs,sandwiches"
"4629","Kangaroo Express","kangaroo-express-wake-forest",FALSE,3,1,"919 Durham Rd",27587,35.9777718,-78.541893,"$$","19195627823","convenience"
"4632","Kangaroo Express","kangaroo-express-raleigh",FALSE,3.5,3,"2506 S Saunders St",27603,35.7497902,-78.6494598,"$$","19197430128","convenience,servicestations"
"4633","Kangaroo Express","kangaroo-express-apex-2",FALSE,3.5,5,"4402 Ten Ten Rd",27539,35.6944695,-78.7721329,"$$","19193637650","convenience,servicestations"
"4635","Kangaroo Express","kangaroo-express-apex-4",FALSE,5,1,"1414 E Williams St",27539,35.7114906,-78.8393173,NA,"19193625131","convenience"
"4637","Gocciolina","gocciolina-durham",FALSE,4,134,"3314 Guess Rd",27705,36.038914,-78.928953,"$$","19199734089","italian,cocktailbars"
"4638","Kangaroo Express","kangaroo-express-morrisville",FALSE,4,2,"100 Factory Shops Rd",27560,35.8608208,-78.8177338,"$$","19194676009","convenience"
"4639","Kangaroo Express","kangaroo-express-durham-4",FALSE,2,1,"3406 E US 70 Hwy",27703,35.9315605,-78.8093491,NA,"19195981971","convenience"
"4641","Kangaroo Express","kangaroo-express-raleigh-2",FALSE,4,1,"3721 Tryon Rd",27606,35.7477989,-78.7015686,NA,"19198381456","servicestations"
"4642","Kangaroo Express","kangaroo-express-cary-3",FALSE,3,2,"1001 SE Cary Pkwy",27518,35.7450294,-78.7631607,NA,NA,"convenience"
"4644","Kangaroo Express #1516","kangaroo-express-1516-cary",FALSE,3.5,2,"3505 Kildaire Farm Rd",27518,35.7027092,-78.7938004,"$$","19193638103","convenience"
"4645","Kangaroo Express","kangaroo-express-cary-6",FALSE,5,1,"3505 Kildare Farm Rd",27518,35.7027092,-78.7938004,"$","19193638103","convenience"
"4646","Kangaroo Express","kangaroo-express-cary-4",FALSE,5,1,"5909 Tryon Rd",27518,35.74532663,-78.73871447,"$$",NA,"convenience"
"4647","Kangaroo Express","kangaroo-express-cary-2",FALSE,2,4,"1032 N Harrison Ave",27513,35.804451,-78.7823563,NA,"19194689848","convenience"
"4648","Kangaroo Express","kangaroo-express-apex-6",FALSE,3.5,3,"2105 Ten Ten Rd",27539,35.7214088,-78.8189087,"$$","19193873800","convenience"
"4649","Tavern on the Green Eagle Ridge","tavern-on-the-green-eagle-ridge-raleigh",FALSE,3.5,3,"565 Competition Rd",27603,35.6684542,-78.6697902,"$$","19199778094","newamerican"
"4650","Big Mikes BBQ Food Truck","big-mikes-bbq-food-truck-cary",FALSE,4.5,34,"1222 NW Maynard Rd",27513,35.712804,-78.658899,"$","19197992023","bbq,foodtrucks"
"4654","Simple Twist Cafe & Bar","simple-twist-cafe-and-bar-garner",FALSE,4.5,81,"5638 Hwy 42",27529,35.60521997,-78.56831686,"$$","19196615566","newamerican,breakfast_brunch,cocktailbars"
"4657","Ragazzi's","ragazzis-garner",FALSE,3.5,37,"1514 US Hwy 70 W",27529,35.72405014,-78.6469027,"$$","19197729772","italian"
"4659","Rudino's Pizza & Grinders","rudinos-pizza-and-grinders-garner",FALSE,3,21,"2644 Timber Dr",27529,35.7159689,-78.6395251,"$$","19196618008","pizza,sandwiches"
"4661","Toot and Tell Family Restaurant","toot-and-tell-family-restaurant-garner",FALSE,3.5,17,"903 W Garner Rd",27529,35.71122,-78.61488,"$","19197722616","southern,buffets"
"4662","Larry's Southern Kitchen","larrys-southern-kitchen-raleigh-2",FALSE,2,19,"4205 Fayetteville Rd",27603,35.72149,-78.6521099,"$$","19197793933","southern,soulfood"
"4672","Mediterranean Grill & Grocery","mediterranean-grill-and-grocery-durham",FALSE,4.5,142,"5114 Revere Rd",27713,35.8946093,-78.9103927,"$","19192519366","mediterranean,grocery,vegetarian"
"4674","Jumbo China","jumbo-china-raleigh",FALSE,3.5,10,"13200 New Falls of Neuse",27614,35.944798,-78.542165,"$","19198618858","chinese"
"4675","Taste of China","taste-of-china-raleigh",FALSE,3.5,11,"14460 New Falls Of Neuse",27614,35.9454751,-78.5415859,"$$","19194883737","chinese"
"4682","Peace China","peace-china-raleigh-2",FALSE,3.5,34,"13220 Strickland Rd",27613,35.90930638,-78.7262943,"$","19196769968","chinese"
"4684","Las Palmas","las-palmas-raleigh",FALSE,2.5,45,"9820 Leesville Rd",27613,35.90931714,-78.72657159,"$$","19198454779","mexican"
"4686","Cracker Barrel Old Country Store","cracker-barrel-old-country-store-morrisville-2",FALSE,3,95,"955 Airport Blvd",27560,35.85852933,-78.8230618,"$","19194639222","tradamerican,breakfast_brunch,southern"
"4689","New China","new-china-durham",FALSE,3,8,"121 Sherron Rd",27703,35.97457,-78.79291,"$","19199578188","chinese"
"4692","888 Chinese Take Out","888-chinese-take-out-raleigh",FALSE,2,28,"7496 Creedmoor Rd",27613,35.8889239,-78.6795357,"$","19198700888","cantonese,taiwanese,hotdogs"
"4693","Neo-China Restaurant","neo-china-restaurant-raleigh-4",FALSE,5,1,"6602 Glenwood Ave",27612,35.8603592,-78.7077637,NA,"19197838383","catering,chinese"
"4695","Wang's Kitchen","wangs-kitchen-raleigh-3",FALSE,3,32,"6300-114 Creedmoor Rd",27612,35.87186,-78.67834,"$","19198468820","chinese"
"4700","Los Cuates","los-cuates-raleigh",FALSE,4,33,"3305 Capital Blvd",27604,35.8246525,-78.5874029,"$","19199541215","mexican"
"4709","The Original NY Pizza","the-original-ny-pizza-holly-springs-3",FALSE,3.5,25,"Holly Springs Crossing Shopping Center",27540,35.6546851,-78.8244522,"$$","19195670505","pizza"
"4716","Home Grown Pizza","home-grown-pizza-holly-springs",FALSE,3.5,39,"4928 Linksland Dr",27540,35.65749,-78.81054,"$","19195775575","pizza,sandwiches"
"4717","J&S Pizza","j-and-s-pizza-fuquay-varina",FALSE,3,61,"500 Broad St",27526,35.59304,-78.7947,"$$","19195576921","pizza"
"4719","Michelangelos Pizza","michelangelos-pizza-holly-springs-5",FALSE,4,23,"7280 GB Alford Hwy",27540,35.6343509,-78.8289589,"$","19195574992","pizza"
"4724","The Original NY Pizza","the-original-ny-pizza-cary-4",FALSE,3.5,28,"Wellington Park Shopping Center",27511,35.7456281,-78.7623704,"$","19198522242","pizza,italian"
"4725","Sergio's Pizza","sergios-pizza-apex",FALSE,5,7,"2127 Ten Ten Rd",27539,35.7207152,-78.818908,"$","19193031770","pizza"
"4727","Speedway","speedway-raleigh",FALSE,5,1,"850 Capital Blvd",27603,35.79245,-78.64154,NA,"19198328478","servicestations"
"4729","Wake County Speedway","wake-county-speedway-raleigh",FALSE,4.5,3,"2109 Simpkins Rd",27603,35.70193,-78.67538,NA,NA,"racetracks"
"4746","Chanticleer Cafe & Bakery","chanticleer-cafe-and-bakery-cary",FALSE,4,65,"6490 Tryon Rd",27518,35.75560701,-78.75769859,"$","19197814810","bakeries,cafes"
"4747","China Wok","china-wok-raleigh",FALSE,2.5,7,"2720 Lake Wheeler Rd",27603,35.7440491,-78.6803436,"$","19198213038","chinese"
"4751","China Won","china-won-raleigh",FALSE,4.5,29,"8109 Fayetteville Rd",27603,35.664,-78.70065,"$","19196629799","chinese"
"4800","1705 Prime Chophouse and Events","1705-prime-chophouse-and-events-raleigh-2",FALSE,4.5,5,"1705 E Millbrook Rd",27609,35.85063,-78.60606,"$$$","19198502340","venues,wedding_planning,eventplanning"
"4802","Rocky Top Catering","rocky-top-catering-raleigh",FALSE,5,4,"1705 E Millbrook Rd",27609,35.8506519,-78.606084,NA,"19198502340","catering"
"4809","Jubala Village Coffee","jubala-village-coffee-raleigh-3",FALSE,4,22,"2100 Hillsborough Street",27607,35.7866617,-78.66326004,"$","19197588330","cafes,sandwiches"
"4812","Lucky Tree","lucky-tree-raleigh",FALSE,4.5,14,"3801 Hillsborough St",27607,35.79386,-78.68858,"$$","19193426688","galleries,coffee,giftshops"
"4818","Yellow Dog Bread Company","yellow-dog-bread-company-raleigh",FALSE,4.5,107,"219 E Franklin St",27604,35.7900993,-78.6346611,"$","19842320291","coffee,bakeries"
"4830","Taza Grill","taza-grill-raleigh-3",FALSE,4.5,53,"6325 Falls Of Neuse Rd",27615,35.8684,-78.62105,"$","19198727161","greek,mediterranean"
"4837","Circle K/ Dairy Queen - Apex","circle-k-dairy-queen-apex-apex",FALSE,1,5,"2105 Ten Ten Rd",27539,35.72141,-78.81891,"$",NA,"hotdogs,icecream"
"4844","Kmart","kmart-stores-raleigh-2",FALSE,1.5,12,"4500 Western Blvd",27606,35.786276,-78.701333,"$","19198511104","deptstores"
"4845","Circle K","circle-k-raleigh-9",FALSE,2.5,2,"4100 Western Blvd",27606,35.7845688,-78.6942291,"$$","19198511050","convenience"
"4851","Circle K","circle-k-raleigh-11",FALSE,3.5,3,"3600 Lake Boone Trail",27607,35.81594,-78.69238,"$$","19195710820","convenience"
"4852","Circle K","circle-k-raleigh-13",FALSE,3.5,2,"4501 Delta Lake Dr",27612,35.8562698,-78.7117462,"$$","19195107976","servicestations,convenience"
"4859","New China Express","new-china-express-raleigh",FALSE,1.5,10,"3501 Capital Blvd",27604,35.8278313,-78.5869217,"$","19198789288","chinese"
"4881","Zo��s Kitchen","zo��s-kitchen-raleigh-11",FALSE,3.5,51,"141 - 112 Park At N Hills St",27609,35.837561,-78.640215,"$","19197872820","mediterranean,greek"
"4896","Krafty's","kraftys-garner",FALSE,3.5,20,"1177 Timber Dr E",27529,35.689784,-78.574755,"$$","19193298000","tradamerican,bars"
"4898","Clyde Cooper's Barbecue","clyde-coopers-barbecue-raleigh-2",FALSE,3.5,76,"327 S Wilmington St",27601,35.7762505,-78.6383103,"$","19198327614","bbq"
"4899","Locked & Loaded Bar & Grill","locked-and-loaded-bar-and-grill-garner-2",FALSE,4,28,"305 McCormick St",27529,35.7232399,-78.6423874,"$$","19196616688","bars,tradamerican"
"4901","Applebee's","applebees-garner-2",FALSE,2.5,18,"1165 US Hwy 70 W",27529,35.7173,-78.63641,"$$","19196619505","tradamerican,sportsbars,burgers"
"4908","Ladyfingers Caterers","ladyfingers-caterers-raleigh",FALSE,4.5,4,"627 E Whitaker Mill Rd",27608,35.8069229,-78.6307297,NA,"19198282270","catering"
"4910","Humdinger Juice","humdinger-juice-raleigh",FALSE,5,5,"5024 Departure Dr",27616,35.85083484,-78.59511417,"$$","19197808288","juicebars"
"4921","Plaza Cafe","plaza-cafe-raleigh",FALSE,4,12,"411 Fayetteville St",27601,35.7750816,-78.6388321,"$","19197588759","newamerican,delis,breakfast_brunch"
"4922","Deep South The Bar","deep-south-the-bar-raleigh",FALSE,4,30,"430 S Dawson St",27601,35.77459086,-78.64389966,"$","19198331255","bars,musicvenues"
"4936","Bruegger's Bagels","brueggers-bagels-raleigh-9",FALSE,2.5,17,"2231 Avent Ferry Rd",27606,35.77831078,-78.67700557,"$","19198281416","bagels,breakfast_brunch,sandwiches"
"4937","Bruegger's Bagels","brueggers-bagels-raleigh-10",FALSE,2.5,29,"3510 Wade Ave",27607,35.8013039,-78.6847458,"$","19198281301","bagels,breakfast_brunch,sandwiches"
"4939","Bruegger's Bagels","brueggers-bagels-raleigh-8",FALSE,3,16,"2302 Hillsborough St",27607,35.78752,-78.66598,"$","19198287103","bagels,breakfast_brunch,sandwiches"
"4940","Bruegger's Bagels","brueggers-bagels-cary-3",FALSE,3.5,8,"8204 Tryon Woods Dr",27511,35.7469162,-78.7417218,"$$","19198510906","bagels,breakfast_brunch,sandwiches"
"4941","Brueggers Bagels","brueggers-bagels-garner",FALSE,4.5,4,"117 Small Pines Dr",27529,35.71783,-78.65438,NA,"19197799971","bagels"
"4943","Brueggers Bagel Bakery","brueggers-bagel-bakery-raleigh-7",FALSE,4,6,"117 Small Pine Dr",27603,35.7178307,-78.6543808,"$$","19196612525","bagels"
"4946","Sheetz","sheetz-zebulon",FALSE,3.5,9,"1406 N Arendell Ave",27597,35.83963,-78.32477,"$","19194042347","servicestations,convenience"
"4948","Sheetz","sheetz-wendell-3",FALSE,4,1,"505 Wendell Blvd",27591,35.8040029,-78.42079002,"$$$","19193659032","servicestations,convenience"
"4963","Wendy's","wendys-raleigh-6",FALSE,2.5,18,"3715 Western Blvd",27606,35.7845116,-78.6876373,"$","19198213099","hotdogs,burgers"
"4965","McDonald's","mcdonalds-raleigh-8",FALSE,3,9,"3710 Western Blvd",27606,35.7852898,-78.6880264,"$","19198337882","hotdogs,burgers"
"4971","Firehouse Subs","firehouse-subs-raleigh-3",FALSE,4.5,7,"4111 Ed Dr",27612,35.82561,-78.70463,"$","19197837102","hotdogs,delis,sandwiches"
"4973","Firehouse Subs","firehouse-subs-cary-2",FALSE,3.5,13,"100-B Wrenn Dr.",27511,35.7651405,-78.7839966,"$","19195358702","sandwiches,hotdogs,delis"
"4974","Firehouse Subs","firehouse-subs-durham-2",FALSE,3.5,18,"2608 Erwin Rd",27705,36.00955,-78.94488,"$","19193832100","sandwiches,hotdogs,delis"
"4975","Firehouse Subs","firehouse-subs-durham",FALSE,4,9,"5319 New Hope Commons Extension",27707,35.95415,-78.99383,"$","19194892900","hotdogs,sandwiches,delis"
"4977","Firehouse Subs","firehouse-subs-durham-3",FALSE,3.5,3,"4201 N Roxboro St",27704,36.0478499,-78.90368,"$","19194791333","hotdogs,delis,sandwiches"
"4980","Firehouse Subs","firehouse-subs-clayton",FALSE,3.5,16,"476 Shotwell Rd.",27520,35.65549418,-78.4792367,"$","19195507000","sandwiches,hotdogs,delis"
"4987","Days Inn Raleigh Downtown","days-inn-raleigh-downtown-raleigh-2",FALSE,3.5,11,"300 North Dawson St",27603,35.784348,-78.642391,"$$","18003291073","hotels"
"4995","Triniti Salon","triniti-salon-cary",FALSE,5,30,"1061 Darrington Dr",27513,35.7994567,-78.8161351,"$$","19196502324","hair"
"5020","Asian Bistro","asian-bistro-wake-forest",FALSE,4,78,"1318 S Main St",27587,35.9608994,-78.519249,"$$","19194358880","sushi,vietnamese,thai"
"5021","Lin's Garden","lins-garden-wake-forest",FALSE,3.5,12,"1318 S Main St",27587,35.9608994,-78.519249,"$","19195568066","chinese"
"5022","Asuka Asian Bistro & Sushi Bar","asuka-asian-bistro-and-sushi-bar-wake-forest",FALSE,4,60,"2101 S Main St",27587,35.9481459,-78.5333417,"$$","19195702828","japanese,sushi"
"5026","Hoy Auction Company","hoy-auction-company-wake-forest",FALSE,4.5,3,"1303 S Main St",27587,35.9602099,-78.51867,"$$","19195562348","antiques"
"5028","Forestville Bapist Church Cemetery","forestville-bapist-church-cemetery-wake-forest",FALSE,5,1,"1350 1/2 S Main St",27587,35.96059126,-78.52039018,NA,NA,"funeralservices"
"5029","Golden Corral","golden-corral-wake-forest",FALSE,3,14,"11016 Capital Blvd",27587,35.94773,-78.53778,"$","19195702808","buffets,newamerican"
"5054","Carrburritos","carrburritos-carrboro",FALSE,4,236,"711 Rosemary St",27510,35.91076842,-79.06648993,"$","19199338226","mexican"
"5071","Banh Mi Ha Long","banh-mi-ha-long-cary",FALSE,4.5,21,"",27511,35.76547786,-78.74355063,"$","19198071303","vietnamese,foodtrucks,sandwiches"
"5073","East Coast Asian Bistro","east-coast-asian-bistro-durham-2",FALSE,4,48,"5410 NC Hwy 55",27713,35.89002699,-78.89778196,"$","19198068899","chinese"
"5074","KoKyu Na'Mean","kokyu-namean-durham-2",FALSE,5,229,"4823 Meadow Dr",27713,35.89881224,-78.89493398,"$$","19196994667","bbq,sandwiches,korean"
"5118","Brewgaloo","brewgaloo-raleigh",FALSE,3,23,"400 block Fayetteville St",27601,35.7754297,-78.6395206,NA,NA,"festivals"
"5120","Indio","indio-durham",FALSE,4.5,3,"905 W Main St",27701,35.9999313,-78.9101563,"$$$","19197970456","artsandcrafts,artclasses,giftshops"
"5121","Brightleaf Square","brightleaf-square-durham",FALSE,3.5,20,"905 W Main St",27701,35.999773,-78.910396,"$$","19196829229","shoppingcenters"
"5122","BP","bp-wilson",FALSE,5,1,"2825 US Hwy 301 S",27893,35.69238515,-77.94369968,NA,"12522919777","servicestations"
"5123","Krispy Krunchy Chicken","krispy-krunchy-chicken-wilson",FALSE,5,1,"2824 Hwy 301 S",27893,35.6921844,-77.9437256,"$","12522919777","tradamerican"
"5127","Tibetan Himalayan Gift Shop","tibetan-himalayan-gift-shop-cary",FALSE,4.5,17,"746 E Chatham St",27511,35.7906799,-78.7670135,"$$","19193883373","flowers"
"5131","Judith Valerie Yoga","judith-valerie-yoga-raleigh",FALSE,5,6,"5315 Creedmoor Rd",27612,35.8557205,-78.6823425,NA,"19192339777","yoga"
"5159","Crema","crema-raleigh",FALSE,3.5,58,"121 Fayetteville St",27601,35.77883009,-78.63904192,"$","19198325959","coffee,icecream"
"5167","Kiwi Cafe & Smoothies","kiwi-cafe-and-smoothies-raleigh",FALSE,4,26,"11211 Galleria Ave",27614,35.94855707,-78.54341995,"$","19195705001","cafes,sandwiches,juicebars"
"5168","Olive Garden Italian Restaurant","olive-garden-italian-restaurant-wake-forest-2",FALSE,3,24,"12600 Capital Blvd",27587,35.9883919,-78.5316696,"$$","19195561007","italian,salad,wine_bars"
"5171","Wake Forest Town of","wake-forest-town-of-wake-forest-9",FALSE,5,1,"123 W Owen Ave",27587,35.9780998,-78.5133591,NA,"19195546186","parks"
"5172","Menchie's Frozen Yogurt","menchies-frozen-yogurt-raleigh",FALSE,4,28,"6325 Falls of Neuse Rd",27615,35.89210961,-78.63704681,"$","19198761002","icecream"
"5187","Panera Bread","panera-bread-cary-4",FALSE,3.5,16,"1004 Parkside Main St",27519,35.84611395,-78.88636968,"$$","19193370020","salad,soup,sandwiches"
"5189","Panera Bread","panera-bread-cary",FALSE,3,32,"1065 Darrington Dr",27513,35.79917306,-78.81602749,"$$","19194696696","sandwiches,salad,soup"
"5190","Panera Bread","panera-bread-durham-3",FALSE,3,32,"6702 Fayetteville Rd",27713,35.90318635,-78.94139395,"$","19195448360","sandwiches,salad,soup"
"5191","McAlister's Deli","mcalisters-deli-durham-2",FALSE,3,40,"6807 Fayetteville Road",27713,35.90428422,-78.93568933,"$","19198063354","delis,salad,sandwiches"
"5192","Cafe Meridian & Catering","cafe-meridian-and-catering-durham-3",FALSE,4.5,72,"2500 Meridian Pkwy",27713,35.91144,-78.89395,"$","19193619333","newamerican,sandwiches,cafes"
"5194","Dulce Cafe","dulce-cafe-durham-3",FALSE,4,181,"5826 Fayetteville Rd",27713,35.92088467,-78.92948538,"$","19197970497","coffee,sandwiches,desserts"
"5197","Chipotle Mexican Grill","chipotle-mexican-grill-durham-2",FALSE,3,27,"6910 Fayetteville Rd",27713,35.90332721,-78.94136114,"$","19196279249","mexican,hotdogs"
"5205","Cafe Bistro","cafe-bistro-durham-3",FALSE,4,43,"Nordstrom",27713,35.908657,-78.940887,"$$","19198063700","newamerican,comfortfood,cafes"
"5207","Charlie's Kabob Grill","charlies-kabob-grill-wake-forest-2",FALSE,4.5,52,"929 Heritage Lake Rd",27587,35.9468803,-78.5037918,"$","19194536284","mediterranean"
"5211","Habitat Wake Restore - Wake Forest","habitat-wake-restore-wake-forest-wake-forest-3",FALSE,5,1,"12253 Capital Blvd",27587,35.9819224,-78.5390588,"$$","19842351103","thrift_stores"
"5212","Force Recon Surplus","force-recon-surplus-wake-forest",FALSE,5,2,"12237 Capital Blvd",28587,35.9818708,-78.5390778,"$","19194358977","outdoorgear,guns_and_ammo"
"5234","Suvidha Indo-Pak Groceries","suvidha-indo-pak-groceries-morrisville",FALSE,3,11,"3735 Davis Dr",27560,35.8337784,-78.8558731,"$$$","19196501436","grocery"
"5235","Spices Hut","spices-hut-morrisville",FALSE,3,8,"9601 Chapel Hill Rd",27560,35.8060188,-78.8106537,"$","19192384646","grocery,herbsandspices"
"5252","Hummingbird Creative Group","hummingbird-creative-group-cary",FALSE,5,2,"160 NE Maynard Rd",27513,35.8023682,-78.7804184,NA,"19198549100","marketing,publicrelations,graphicdesign"
"5260","Wendy's","wendys-raleigh-10",FALSE,1.5,9,"8209 Creedmoor Rd",27613,35.8992999,-78.68127,"$","19196764389","hotdogs,burgers"
"5262","Wendy's","wendys-raleigh-19",FALSE,2,6,"7200 Six Forks Rd",27615,35.87807,-78.64501,"$","19196768933","burgers,hotdogs"
"5265","44","44-raleigh",FALSE,3,12,"7361 Six Forks Rd",27615,35.8802896,-78.646039,"$$","19842328044","soulfood,lounges"
"5268","Wendy's","wendys-raleigh-5",FALSE,1.5,10,"6611 Glenwood Ave",27612,35.8596916,-78.7086868,"$","19197821065","hotdogs,burgers"
"5269","AAA Carolinas - Glenwood","aaa-carolinas-glenwood-raleigh",FALSE,3,32,"6014 Glenwood Ave",27612,35.8557587,-78.7009125,NA,"19198325909","autorepair,insurance"
"5271","Jiffy Lube","jiffy-lube-raleigh-15",FALSE,4.5,7,"7210 Six Forks Rd",27615,35.8782387,-78.6452026,NA,"19198482226","oilchange"
"5276","Rosalini's Pizza & Subs","rosalinis-pizza-and-subs-rolesville-3",FALSE,3.5,23,"6210 Rogers Rd",27571,35.9220467,-78.4675077,"$$","19194531466","pizza,italian,sandwiches"
"5278","Jumpin' Beans","jumpin-beans-wake-forest",FALSE,2,11,"1839 S Main St",27587,35.9510824,-78.5263248,NA,"19195214445","playgrounds,arts,eventplanning"
"5296","Oakwood Caf̩","oakwood-caf̩-raleigh-2",FALSE,4,102,"300 E Edenton St",27601,35.78089,-78.63446,"$$","19198285994","cuban,argentine"
"5299","Hampton Inn & Suites Raleigh Downtown","hampton-inn-and-suites-raleigh-downtown-raleigh",FALSE,4,28,"600 Glenwood Ave",27603,35.7874823,-78.6471052,"$$","19198254770","hotels"
"5301","The Wine Feed","the-wine-feed-raleigh",FALSE,5,62,"602 Glenwood Ave",27603,35.78750893,-78.64721646,"$$","19193740036","beer_and_wine,wine_bars"
"5302","Hampton Inn","hampton-inn-raleigh",FALSE,2,14,"1001 Wake Towne Dr",27609,35.82435,-78.62436,"$$","19198342672","hotels"
"5304","Courtyard Raleigh Midtown","courtyard-raleigh-midtown-raleigh-3",FALSE,3.5,35,"1041 Wake Towne Dr",27609,35.82402,-78.62302,"$$","19198213400","hotels"
"5306","Hampton Inn","hampton-inn-garner",FALSE,3,5,"110 Drexmere St",27529,35.72389791,-78.64473414,"$$","19197726500","hotels"
"5314","Wingate By Wyndham","wingate-by-wyndham-garner-2",FALSE,3.5,8,"1542 Mechanical Blvd",27529,35.72536,-78.64395,"$$","18885953511","hotels"
"5315","Embassy Suites by Hilton Raleigh Crabtree","embassy-suites-by-hilton-raleigh-crabtree-raleigh",FALSE,3,35,"4700 Creedmoor Rd",27612,35.8461151,-78.6799698,"$$","19198810000","hotels"
"5330","Brueprint Brewing Company","brueprint-brewing-company-apex",FALSE,4,26,"1229 Perry Rd",27502,35.71226282,-78.85184648,"$","19193878075","breweries"
"5331","Yelp's Cinco de Mayo Celebration","yelps-cinco-de-mayo-celebration-cary",FALSE,5,25,"101 Ledgestone Way",27519,35.7923012,-78.8480301,NA,NA,"yelpevents"
"5334","Custom Confections","custom-confections-cary",FALSE,5,3,"",27513,35.8055,-78.795,"$",NA,"desserts"
"5338","Tropical Smoothie Cafe","tropical-smoothie-cafe-raleigh-3",FALSE,4,23,"3004 Wake Forest Rd.",27609,35.8225305,-78.6203276,"$","19199165190","juicebars,salad,sandwiches"
"5339","Tropical Smoothie Cafe","tropical-smoothie-cafe-cary",FALSE,4,17,"817 Bass Pro Ln",27513,35.83076201,-78.77046042,"$","19193789333","juicebars,cafes,soulfood"
"5344","Starbucks","starbucks-raleigh-17",FALSE,3.5,20,"9630 Falls of Neuse Rd",27615,35.90561992,-78.6020917,"$$","19198471363","coffee"
"5349","Caribbean Cafe","caribbean-cafe-raleigh",FALSE,3.5,57,"2645 E Millbrook Rd",27604,35.84878,-78.59077,"$$","19198724858","caribbean"
"5352","Juicekeys","juicekeys-raleigh",FALSE,5,36,"5011 Falls of Neuse Rd",27609,35.84946071,-78.61565463,"$$","19199805443","organic_stores,juicebars,healthmarkets"
"5353","Starbucks","starbucks-raleigh-36",FALSE,2.5,50,"7854 Alexander Promenade Pl",27617,35.91281474,-78.78050802,"$$","19199579587","coffee"
"5358","Blue Iris Salon","blue-iris-salon-raleigh-4",FALSE,5,3,"711-B N Person St",27604,35.78958,-78.63496,"$$","19196221925","hair"
"5359","Edwards Mill Bar & Grill","edwards-mill-bar-and-grill-raleigh",FALSE,3.5,61,"3201 Edwards Mill Rd",27612,35.82616266,-78.70618246,"$$","19197835447","bars,tradamerican"
